,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,adobe creative suite cs3 production premium upsell,adobe,229.99,instant immers japanese dlx 2 .,nan,808.15,1
1,adobe creative suite cs3 production premium upsell,adobe,199.99,microsoft ( r ) money 2007 premium,nan,808.15,1
2,adobe creative suite cs3 production premium upsell,microsoft software,1199.0,production prem cs3 mac upgrad,nan,998.95,1
3,adobe flash pro cs3 upgrade [ mac ],adobe,273.0,production prem cs3 mac upgrad,nan,808.15,1
4,adobe creative suite cs3 production premium upsell,nolo press,5099.0,production prem cs3 mac upgrad,nan,808.15,1
5,steinberg nuendo 3 digital audio software,adobe,2499.0,production prem cs3 mac upgrad,nan,808.15,1
6,adobe creative suite cs3 production premium upsell,adobe,199.99,production prem cs3 mac upgrad,riverdeep-learning-company,808.15,1
7,adobe creative suite cs3 production premium upsell,hewlett-packard - ( consumables ),1199.0,apple software m9372z/a final cut express 2.0 upgrade,nan,808.15,1
8,adobe creative suite cs3 production premium upsell,adobe,59.99,production prem cs3 mac upgrad,nan,808.15,1
9,adobe creative suite cs3 production premium upsell,adobe,109.95,production prem cs3 mac upgrad,global-software-publishing,808.15,1
