,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,ep memory,bh-skthfs/2g,78.88,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,usb flash drives,nan,nan,nan,0
1,lexmark e450h11a toner 11000 page-yield black printers e450h11a,nan,ep memory,bh-skthfs/2g,4612.99,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
2,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,nan,ep memory,bh-skthfs/2g,nan,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,usb flash drives,nan,nan,nan,0
3,epson t068120-d2 dual black ink cartridge printers epson epson t068120-d2,nan,ep memory,bh-skthfs/2g,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
4,los angeles lakers ipod touch 4g hard case fva4614,nan,ep memory,bh-skthfs/2g,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,usb flash drives,nan,nan,nan,0
5,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,ep memory,bh-skthfs/2g,7443.99,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
6,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,ep memory,bh-skthfs/2g,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
7,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,ep memory,ts-a1674r,nan,avf resl422b-f orbital tilt and turn tv mount with av shelving for 25 to 40-inch flat panel tv screens black resl422b-f 125.99,usb flash drives,nan,nan,nan,0
8,lexmark e450h11a toner 11000 page-yield black printers e450h11a,nan,ep memory,bh-skthfs/2g,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
9,sony 16gb class 4 sd memory card sony 0.0,nan,ep memory,bh-skthfs/2g,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,usb flash drives,nan,nan,nan,0
