,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,hp designjet large format paper for ink jet printers paper clear film 36 x75 0070503 pack of 2,printers,pendaflex,,,"('rtable_title',)",['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box'],['hp designjet large format paper for ink jet printers paper clear film 36 x75 0070503 pack of 2'],0.3369362,0.66306376,2
100,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,new-bankers box 00002 - liberty check deposit slip storage box 9 x 23 x 4 white blue 12 carton - fel00002,printers,pendaflex,,,"('rtable_title',)",['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box'],['new-bankers box 00002 - liberty check deposit slip storage box 9 x 23 x 4 white blue 12 carton - fel00002'],0.3821607,0.6178393,2
40,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543,printers,pendaflex,,,"('rtable_title',)",['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box'],['new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543'],0.0838016,0.9161984,2
41,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,printers,s j paper,,,"('rtable_brand',)",['pendaflex'],['s j paper'],0.13511065,0.8648894,2
42,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543,laminating supplies,pendaflex,,,"('rtable_title', 'rtable_category')","['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box', 'printers']","['new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543', 'laminating supplies']",0.20710663,0.79289335,2
43,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543,printers,s j paper,,,"('rtable_title', 'rtable_brand')","['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box', 'pendaflex']","['new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543', 's j paper']",0.07991903,0.92008096,2
45,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543,printers,pendaflex,,58.0,"('rtable_title', 'rtable_price')","['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box', nan]","['new-s j paper s11543 - water cut-resistant folder two fasteners 1 3 cut top tab letter red 50 box - sjps11543', 58.0]",0.43372142,0.5662785,2
46,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,laminating supplies,s j paper,,,"('rtable_category', 'rtable_brand')","['printers', 'pendaflex']","['laminating supplies', 's j paper']",0.28988916,0.7101109,2
47,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,printers,s j paper,,,"('rtable_brand', 'rtable_modelno')","['pendaflex', nan]","['s j paper', nan]",0.13511054,0.8648895,2
56,pendaflex 2 reinforced hanging file folder standard green 25 box,stationery & office machinery,,4152x2,24.94,soft candy bar case for apple iphone 4 fits at t model - red,printers,pendaflex,,,"('rtable_title',)",['pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box'],['soft candy bar case for apple iphone 4 fits at t model - red'],0.37466773,0.6253323,2
