,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,canon deluxe soft black camera case 0716b001,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )",toshiba sd-p71s 7 ' portable dvd player,1889.98,1
1,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish,nan,sony lcs-twa/r cyber-shot camera case,nan,1889.98,1
2,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )","canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",35.99,1
3,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",nan,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )",nan,35.99,1
4,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,uniden tcx-905 tru-digital expansion handset with caller id,1889.98,1
5,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )",toshiba sd-p71s 7 ' portable dvd player,1889.98,1
6,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,sony picture station digital photo printer dppfp95,lithium ion ( li-ion ) photo battery,1889.98,1
7,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s,"samsung 22 ' black flat panel series 6 lcd hdtv ln22a650 1680 x 1050 true 720p resolution 5,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish",nan,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )",nan,1889.98,1
8,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,nan,linksys wpsm54g wireless-g usb print server,nan,1889.98,1
9,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",nan,sony handycam dcr-sr85 digital camcorder dcrsr85,nan,278.95,1
