,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3000 las vegas blvd. s ',` san francisco ',501.0,oritalia,415/346 -1333,italian,' 1870 fillmore st. ',` san francisco ',22.0,` trio cafe ',415-563-2248,american,1
1,' 1915 fillmore st. ',` san francisco ',501.0,oritalia,415/346 -1333,mexican,' 1870 fillmore st. ',` san francisco ',22.0,` trio cafe ',415-563-2248,american,1
2,' 160 central park s ',` san francisco ',84.0,oritalia,415/346 -1333,italian,' 1870 fillmore st. ',` san francisco ',749.0,` trio cafe ',415-563-2248,american,1
3,' 1915 fillmore st. ',` san francisco ',118.0,oritalia,212/765 -1737,italian,' 1870 fillmore st. ',` san francisco ',749.0,` trio cafe ',415-563-2248,american,1
4,' 1915 fillmore st. ',` san francisco ',84.0,palisades,415/346 -1333,italian,' 1870 fillmore st. ',` san francisco ',749.0,` trio cafe ',415-563-2248,american,1
5,' 1915 fillmore st. ',` san francisco ',501.0,oritalia,404/237 -2700,italian,' 1870 fillmore st. ',` san francisco ',22.0,` trio cafe ',415-563-2248,american,1
6,' 1915 fillmore st. ',` san francisco ',501.0,oritalia,415/346 -1333,italian,' 1023 abbot kinney blvd. ',` san francisco ',534.0,` trio cafe ',415-563-2248,american,1
7,' 1915 fillmore st. ',` san francisco ',501.0,oritalia,415/346 -1333,italian,' 1870 fillmore st. ',pasadena,22.0,` trio cafe ',415-563-2248,american,1
8,' 1915 fillmore st. ',` san francisco ',118.0,oritalia,415/346 -1333,italian,' 240 central park s. ',` san francisco ',749.0,` trio cafe ',415-563-2248,american,1
9,' 1915 fillmore st. ',` san francisco ',74.0,oritalia,415/346 -1333,italian,' 1870 fillmore st. ',` san francisco ',749.0,` heera of india ',415-563-2248,american,1
