,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999,"('rtable_title',)",['storing semistructured data with stored'],['lore : a lightweight object repository for semistructured data'],0.090029776096344,0.909970223903656,2
374,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",sigmod conference,1999,"('rtable_title', 'rtable_venue')","['storing semistructured data with stored', 'international conference on management of data']","['lore : a lightweight object repository for semistructured data', 'sigmod conference']",0.1482521891593933,0.8517478108406067,2
375,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['storing semistructured data with stored', 1999]","['lore : a lightweight object repository for semistructured data', 1996]",0.1617841124534607,0.8382158875465393,2
203,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['storing semistructured data with stored', 1999]","['lore : a lightweight object repository for semistructured data', 1996]",0.09101301431655884,0.9089869856834412,2
202,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",sigmod conference,1999,"('rtable_title', 'rtable_venue')","['storing semistructured data with stored', 'international conference on management of data']","['lore : a lightweight object repository for semistructured data', 'sigmod conference']",0.08819270133972168,0.9118072986602783,2
201,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,", svetlozar nestorov , kevin haas",international conference on management of data,1999,"('rtable_title', 'rtable_authors')","['storing semistructured data with stored', 'alin deutsch , mary fernandez , dan suciu']","['lore : a lightweight object repository for semistructured data', ', svetlozar nestorov , kevin haas']",0.056943416595458984,0.943056583404541,2
200,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999,"('rtable_title',)",['storing semistructured data with stored'],['lore : a lightweight object repository for semistructured data'],0.09587836265563965,0.9041216373443604,2
506,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",sigmod conference,1999,"('rtable_title', 'rtable_venue')","['storing semistructured data with stored', 'international conference on management of data']","['lore : a lightweight object repository for semistructured data', 'sigmod conference']",0.14825224876403809,0.8517477512359619,2
507,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['storing semistructured data with stored', 1999]","['lore : a lightweight object repository for semistructured data', 1996]",0.16178429126739502,0.838215708732605,2
195,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,lore : a lightweight object repository for semistructured data,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['storing semistructured data with stored', 1999]","['lore : a lightweight object repository for semistructured data', 1996]",0.15317994356155396,0.846820056438446,2
