,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Kannibaal,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name',)",['Red Headed Slut Amber Ale'],['Kannibaal'],0.3998304605484009,0.6001695394515991,2
243,Saskale,Twisted K-8 Brewing Company,American Amber / Red Ale,-,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Headed Slut Amber Ale', '6.50 %']","['Saskale', '-']",0.4099709987640381,0.5900290012359619,2
242,Saskale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Headed Slut Amber Ale', 'American Amber / Red Ale']","['Saskale', 'American Amber / Red Ale']",0.41063380241394043,0.5893661975860596,2
241,Saskale,Bin Brewing,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Headed Slut Amber Ale', 'Twisted K-8 Brewing Company']","['Saskale', 'Bin Brewing']",0.3917198181152344,0.6082801818847656,2
240,Saskale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name',)",['Red Headed Slut Amber Ale'],['Saskale'],0.41063380241394043,0.5893661975860596,2
236,Lumberjack Red,Twisted K-8 Brewing Company,American Amber / Red Ale,5.70 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Headed Slut Amber Ale', '6.50 %']","['Lumberjack Red', '5.70 %']",0.3819084167480469,0.6180915832519531,2
473,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Abbeydale Epiphany,Abbeydale,Premium Bitter/ESB,5.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Blue Cat Red Toad Amber Ale', 'Blue Cat Brew Pub']","['Abbeydale Epiphany', 'Abbeydale']",0.47525089979171753,0.5247491002082825,2
232,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Boneyard Diablo Rojo,Blue Cat Brew Pub,Premium Bitter/ESB,7 %,"('rtable_Beer_Name', 'rtable_ABV')","['Blue Cat Red Toad Amber Ale', '5.70 %']","['Boneyard Diablo Rojo', '7 %']",0.42457735538482666,0.5754226446151733,2
468,1881 Sacramento,Twisted K-8 Brewing Company,American Amber / Red Ale,5.60 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Headed Slut Amber Ale', '6.50 %']","['1881 Sacramento', '5.60 %']",0.40281277894973755,0.5971872210502625,2
477,Hurluberlue,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name',)",['Red Headed Slut Amber Ale'],['Hurluberlue'],0.4266127943992615,0.5733872056007385,2
479,Hurluberlue,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Headed Slut Amber Ale', 'American Amber / Red Ale']","['Hurluberlue', 'American Amber / Red Ale']",0.4266127943992615,0.5733872056007385,2
