,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
19,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Hop,Kern River Brewing,American Strong Ale,9.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', '8 %']","['Hop', '9.00 %']",0.4179195761680603,0.5820804238319397,2
3,R.I.P.A.H,Big Bay Brewing Co. .,American Amber / Red Ale,6.40 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['R.I.P.A.H', '6.40 %']",0.45018309354782104,0.549816906452179,2
23,2014,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name',)",['Hop Around Imperial Red Ale'],['2014'],0.3758876323699951,0.6241123676300049,2
26,2014,Big Bay Brewing Co. .,American Amber / Red Ale,6.10 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['2014', '6.10 %']",0.3496083617210388,0.6503916382789612,2
25,2014,Big Bay Brewing Co. .,Irish Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'American Amber / Red Ale']","['2014', 'Irish Ale']",0.3617778420448303,0.6382221579551697,2
12,R.I.P.A.H,Big Bay Brewing Co. .,American Amber / Red Ale,6.40 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['R.I.P.A.H', '6.40 %']",0.45018309354782104,0.549816906452179,2
24,2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .']","['2014', 'Minneapolis Town Hall Brewery']",0.36439192295074463,0.6356080770492554,2
10,Dragonfly,Fallen Brewing Company,American Amber / Red Ale,4.60 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', '9.00 %']","['Dragonfly', 'Fallen Brewing Company', '4.60 %']",0.4725615382194519,0.5274384617805481,3
17,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Havannah,Kern River Brewing,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'American Strong Ale', '8 %']","['Havannah', 'Amber Ale', '5.80 %']",0.4213666319847107,0.5786333680152893,3
29,2014,Big Bay Brewing Co. .,Irish Ale,6.10 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'American Amber / Red Ale', '9.00 %']","['2014', 'Irish Ale', '6.10 %']",0.31633907556533813,0.6836609244346619,3
