,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,nancy wiegand,acm sigmod record,1997,"('rtable_authors',)",['joseph fong'],['nancy wiegand'],0.00012852863,0.9998715,2
68,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('rtable_title',)",['converting relational to object-oriented databases'],['converting relational to object-oriented databases'],0.00021350002,0.99978656,2
62,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_venue', 'ltable_year')","['sigmod record', 1997]","['sigmod record', 1997]",0.00021350002,0.99978656,2
61,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_authors', 'ltable_year')","['joseph fong', 1997]","['joseph fong', 1997]",0.00021350002,0.99978656,2
60,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_authors', 'ltable_venue')","['joseph fong', 'sigmod record']","['joseph fong', 'sigmod record']",0.00021350002,0.99978656,2
59,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_title', 'ltable_year')","['converting relational to object-oriented databases', 1997]","['converting relational to object-oriented databases', 1997]",0.00021350002,0.99978656,2
58,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_title', 'ltable_venue')","['converting relational to object-oriented databases', 'sigmod record']","['converting relational to object-oriented databases', 'sigmod record']",0.00021350002,0.99978656,2
57,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_title', 'ltable_authors')","['converting relational to object-oriented databases', 'joseph fong']","['converting relational to object-oriented databases', 'joseph fong']",0.00021350002,0.99978656,2
56,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_year',)",[1997],[1997],0.00021350002,0.99978656,2
55,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_venue',)",['sigmod record'],['sigmod record'],0.00021350002,0.99978656,2
54,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_authors',)",['joseph fong'],['joseph fong'],0.00021350002,0.99978656,2
53,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_title',)",['converting relational to object-oriented databases'],['converting relational to object-oriented databases'],0.00021350002,0.99978656,2
50,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,acm sigmod record,1995,"('rtable_venue', 'rtable_year')","['acm sigmod record', 1997]","['acm sigmod record', 1995]",0.00020392219,0.9997961,2
97,converting relational to object-oriented databases,joseph fong,sigmod conference,2000,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,"('ltable_venue', 'ltable_year')","['sigmod record', 1997]","['sigmod conference', 2000]",0.003925321,0.9960747,2
48,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,byung s. lee,acm sigmod record,1997,"('rtable_authors', 'rtable_venue')","['joseph fong', 'acm sigmod record']","['byung s. lee', 'acm sigmod record']",0.0029922114,0.9970078,2
47,converting relational to object-oriented databases,joseph fong,sigmod record,1997,normalization in oodb design,joseph fong,acm sigmod record,1995,"('rtable_title', 'rtable_year')","['converting relational to object-oriented databases', 1997]","['normalization in oodb design', 1995]",0.106490985,0.8935091,2
