,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,a database model for object dynamics vldb j. 1997,nan,vldb j.,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
1,"the piazza peer data management project gerome miklau , jayant madhavan , igor tatarinov , zachary g. ives , xin dong , yana kadiyska , alon y. halevy , nilesh n. dalvi , dan suciu , peter mork","ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,1
2,a database model for object dynamics vldb j. 1997,nan,nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
3,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
4,anatomy of a real e-commerce system anant jhingran sigmod conference 2000,"reagan moore , arun jagatheesan , paul watson , norman w. paton",nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
5,"secure and portable database extensibility tobias mayr , thorsten von eicken , michael w. godfrey , praveen seshadri",nan,nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
6,"the piazza peer data management project gerome miklau , jayant madhavan , igor tatarinov , zachary g. ives , xin dong , yana kadiyska , alon y. halevy , nilesh n. dalvi , dan suciu , peter mork",nan,nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,0
7,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","michel tourn , man abrol , john wang , grace zhang , jianchang mao , uma mahadevan , rajat mukherjee , prabhakar raghavan , neil latarche",nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,nan,1
8,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",nan,nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,2001.0,0
9,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000",nan,nan,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",nan,nan,0
