,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 8783 beverly blvd. ',atlanta,74.0,abruzzi,404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,84.0,` ritz-carlton dining room ( buckhead ) ',404-266-1440,` french ( new ) ',1
1,' 8783 beverly blvd. ',atlanta,82.0,palisades,404/350 -6755,californian,' 3393 peachtree rd. ',atlanta,682.0,` trio cafe ',404-266-1440,` french bistro ',1
2,' 1829 peachtree rd. ',atlanta,167.0,` le dome ',404/264 -1334,continental,' 3393 peachtree rd. ',atlanta,567.0,` brasserie le coze ',404-266-1440,` french bistro ',1
3,' 1829 peachtree rd. ',atlanta,74.0,palisades,404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,664.0,` brasserie le coze ',404-266-1440,` french bistro ',1
4,' 1829 peachtree rd. ',` san francisco ',70.0,` island spice ',212/688 -4190,continental,' 3393 peachtree rd. ',atlanta,70.0,` brasserie le coze ',404-266-1440,` french bistro ',1
5,' 1829 peachtree rd. ',atlanta,167.0,` le dome ',404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,567.0,` brasserie le coze ',404-266-1440,` french bistro ',1
6,' 1829 peachtree rd. ',atlanta,82.0,palisades,404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,82.0,` brasserie le coze ',404-266-1440,thai,1
7,' 8783 beverly blvd. ',atlanta,82.0,palisades,404/350 -6755,californian,' 3393 peachtree rd. ',atlanta,682.0,` trio cafe ',702-385-6277,` french bistro ',1
8,' 1829 peachtree rd. ',atlanta,74.0,palisades,404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,664.0,` brasserie le coze ',212-765-1737,` pacific new wave ',1
9,' 1829 peachtree rd. ',atlanta,74.0,palisades,404/350 -6755,continental,' 3393 peachtree rd. ',atlanta,664.0,` brasserie le coze ',212-765-1737,` french bistro ',1
