,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,BJ_s Goliath,Hopworks Urban Brewery,Barley Wine,9.50 %,"('rtable_Beer_Name',)",['Hopworks Bourbon Aged Noggin Floggin Barley Wine'],['BJ_s Goliath'],0.46990782022476196,0.530092179775238,2
218,Holidale,Elevator Brewery & Draught Haus,American Barleywine,9.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Holidale', '9.50 %']",0.2013765573501587,0.7986234426498413,2
217,Holidale,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'American Barleywine']","['Holidale', 'American Barleywine']",0.3833578824996948,0.6166421175003052,2
216,Holidale,Berkshire Brewing Company Inc. .,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'Elevator Brewery & Draught Haus']","['Holidale', 'Berkshire Brewing Company Inc. .']",0.3762081265449524,0.6237918734550476,2
215,Holidale,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name',)",['Elevator Barrel Aged Barley Wine ( Bar Bar )'],['Holidale'],0.37426120042800903,0.625738799571991,2
445,Xena,Brewery Vivant,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'Elevator Brewery & Draught Haus']","['Xena', 'Brewery Vivant']",0.3781623840332031,0.6218376159667969,2
446,Xena,Elevator Brewery & Draught Haus,American Amber / Red Ale,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'American Barleywine']","['Xena', 'American Amber / Red Ale']",0.4019318222999573,0.5980681777000427,2
444,Xena,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name',)",['Elevator Barrel Aged Barley Wine ( Bar Bar )'],['Xena'],0.404163658618927,0.595836341381073,2
447,Xena,Elevator Brewery & Draught Haus,American Barleywine,5.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Xena', '5.50 %']",0.32368022203445435,0.6763197779655457,2
209,Happiness,Elevator Brewery & Draught Haus,American Amber / Red Ale,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'American Barleywine']","['Happiness', 'American Amber / Red Ale']",0.3716138005256653,0.6283861994743347,2
208,Happiness,2 Brothers Brewery,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', 'Elevator Brewery & Draught Haus']","['Happiness', '2 Brothers Brewery']",0.3578745126724243,0.6421254873275757,2
207,Happiness,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name',)",['Elevator Barrel Aged Barley Wine ( Bar Bar )'],['Happiness'],0.3744453191757202,0.6255546808242798,2
452,Stateside Rye,Elevator Brewery & Draught Haus,American Barleywine,4.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Stateside Rye', '4.50 %']",0.3430173397064209,0.6569826602935791,2
203,Jack Of Clubs,Elevator Brewery & Draught Haus,American Barleywine,4.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Jack Of Clubs', '4.50 %']",0.4060264229774475,0.5939735770225525,2
456,Belligerent Bloke,Elevator Brewery & Draught Haus,American Barleywine,4.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Belligerent Bloke', '4.50 %']",0.3105592131614685,0.6894407868385315,2
210,Happiness,Elevator Brewery & Draught Haus,American Barleywine,3.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Happiness', '3.50 %']",0.28582048416137695,0.714179515838623,2
223,Old Godfather,Elevator Brewery & Draught Haus,American Barleywine,9.50 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Elevator Barrel Aged Barley Wine ( Bar Bar )', '11.00 %']","['Old Godfather', '9.50 %']",0.39659178256988525,0.6034082174301147,2
