,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon battery and charger kit 1169b001,leather black,7.99,"('rtable_name',)",['nikon digital camera leather case 5811'],['canon battery and charger kit 1169b001'],1,0,0.026335344,0.9736647,2
72,,nikon digital camera leather case 5811,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",7.99,nikon digital camera leather case 5811,leather black,7.99,"('ltable_name', 'ltable_price')","['canon deluxe grey leather case 2349b001', nan]","['nikon digital camera leather case 5811', 7.99]",1,0,0.020959858,0.97904015,2
38,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon psc-1000 semi-hard leather case 2349b001,leather black,7.99,"('rtable_name',)",['nikon digital camera leather case 5811'],['canon psc-1000 semi-hard leather case 2349b001'],1,0,0.021531792,0.97846824,2
39,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon psc-1000 semi-hard leather case 2349b001,canon psc-1000 deluxe grey leather case,7.99,"('rtable_name', 'rtable_description')","['nikon digital camera leather case 5811', 'leather black']","['canon psc-1000 semi-hard leather case 2349b001', 'canon psc-1000 deluxe grey leather case']",1,0,0.020573441,0.9794265,2
40,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon psc-1000 semi-hard leather case 2349b001,leather black,19.99,"('rtable_name', 'rtable_price')","['nikon digital camera leather case 5811', 7.99]","['canon psc-1000 semi-hard leather case 2349b001', 19.99]",1,0,0.022582864,0.9774171,2
41,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,canon psc-1000 deluxe grey leather case,19.99,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['canon psc-1000 deluxe grey leather case', 19.99]",1,0,0.037090026,0.96291,2
43,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon selphy cp760 dye sublimation printer 2565b001,leather black,7.99,"('rtable_name',)",['nikon digital camera leather case 5811'],['canon selphy cp760 dye sublimation printer 2565b001'],1,0,0.027110236,0.9728898,2
44,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon selphy cp760 dye sublimation printer 2565b001,canon selphy cp760 compact photo printer,7.99,"('rtable_name', 'rtable_description')","['nikon digital camera leather case 5811', 'leather black']","['canon selphy cp760 dye sublimation printer 2565b001', 'canon selphy cp760 compact photo printer']",1,0,0.020945966,0.979054,2
45,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,canon selphy cp760 dye sublimation printer 2565b001,leather black,90.1,"('rtable_name', 'rtable_price')","['nikon digital camera leather case 5811', 7.99]","['canon selphy cp760 dye sublimation printer 2565b001', 90.1]",1,0,0.05620249,0.94379747,2
46,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,canon selphy cp760 compact photo printer,90.1,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['canon selphy cp760 compact photo printer', 90.1]",1,0,0.030310676,0.96968937,2
48,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,45 rpm speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['45 rpm speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.34315312,0.6568468,2
49,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,rpm speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['rpm speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.20646392,0.79353607,2
50,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['speeds servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.04475424,0.95524573,2
51,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['servo speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.065494254,0.93450576,2
52,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['speed control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.107503064,0.89249694,2
53,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['control supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.08120248,0.91879755,2
54,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.06633437,0.9336656,2
55,,canon deluxe grey leather case 2349b001,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","['leather black', 7.99]","['moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",1,0,0.044354074,0.95564586,2
71,,nikon digital camera leather case 5811,black,,nikon digital camera leather case 5811,leather black,7.99,"('ltable_name', 'ltable_description')","['canon deluxe grey leather case 2349b001', 'canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish']","['nikon digital camera leather case 5811', 'black']",1,0,0.03290071,0.9670993,2
70,,nikon digital camera leather case 5811,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",,nikon digital camera leather case 5811,leather black,7.99,"('ltable_name',)",['canon deluxe grey leather case 2349b001'],['nikon digital camera leather case 5811'],1,0,0.021545367,0.97845465,2
