,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:16,1
1,Anything Goes,Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,Live At Carnegie Hall [ Explicit ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),3:38,1
2,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,Anything Goes,Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:16,1
3,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",Rashi ( Outro ),5:16,1
4,Flight School,Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,Fetty Wap ( Deluxe ) [ Clean ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),3:38,1
5,Hotel Cabana,Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,Fetty Wap [ Clean ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),3:38,1
6,Fetty Wap ( Deluxe ),Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:16,1
7,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:14,1
8,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:16,1
9,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,‰ ãÑ 2013 WaterTower Music,"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,10-Dec-13,The Woodland Realm ( Extended Version ),5:14,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Howard Shore,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,Soundtracks,$ 1.29,"December 10 , 2013",The High Fells ( Extended Version ),5:14,1
