,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` grill on the alley ',' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,9,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_name', 'ltable_class')","['citrus', 6]","[""` grill on the alley '"", 9]",0.4826279878616333,0.5173720121383667,2
210,citrus,' 6703 melrose ave. ',` los angeles ',213/658 -8898,californian,123,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_phone', 'ltable_class')","['213/857 -0034', 6]","['213/658 -8898', 123]",0.4232299327850342,0.5767700672149658,2
211,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,mediterranean,123,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_res_type', 'ltable_class')","['californian', 6]","['mediterranean', 123]",0.4370748996734619,0.5629251003265381,2
238,` cha cha cha ',' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,124,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_name', 'ltable_class')","['citrus', 6]","[""` cha cha cha '"", 124]",0.4790295362472534,0.5209704637527466,2
254,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_class',)",[6],[125],0.4001639485359192,0.5998360514640808,2
255,` chan dara ',' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_name', 'ltable_class')","['citrus', 6]","[""` chan dara '"", 125]",0.357333242893219,0.642666757106781,2
256,citrus,' 310 n. larchmont blvd. ',` los angeles ',213/857 -0034,californian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_addr', 'ltable_class')","[""' 6703 melrose ave. '"", 6]","[""' 310 n. larchmont blvd. '"", 125]",0.40720289945602417,0.5927971005439758,2
257,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_city', 'ltable_class')","[""` los angeles '"", 6]","[""` los angeles '"", 125]",0.40014952421188354,0.5998504757881165,2
258,citrus,' 6703 melrose ave. ',` los angeles ',213/467 -1052,californian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_phone', 'ltable_class')","['213/857 -0034', 6]","['213/467 -1052', 125]",0.3937544822692871,0.6062455177307129,2
259,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,asian,125,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_res_type', 'ltable_class')","['californian', 6]","['asian', 125]",0.4175684452056885,0.5824315547943115,2
637,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,` health food ',126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_res_type', 'ltable_class')","['californian', 6]","[""` health food '"", 126]",0.4550638198852539,0.5449361801147461,2
636,citrus,' 6703 melrose ave. ',` los angeles ',818/356 -0959,californian,126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_phone', 'ltable_class')","['213/857 -0034', 6]","['818/356 -0959', 126]",0.4629529118537903,0.5370470881462097,2
635,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_city', 'ltable_class')","[""` los angeles '"", 6]","[""` los angeles '"", 126]",0.44993430376052856,0.5500656962394714,2
634,citrus,' 168 w. colorado blvd. ',` los angeles ',213/857 -0034,californian,126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_addr', 'ltable_class')","[""' 6703 melrose ave. '"", 6]","[""' 168 w. colorado blvd. '"", 126]",0.4745732545852661,0.5254267454147339,2
633,` clearwater cafe ',' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_name', 'ltable_class')","['citrus', 6]","[""` clearwater cafe '"", 126]",0.3903195858001709,0.6096804141998291,2
632,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,126,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,"('ltable_class',)",[6],[126],0.4617157578468323,0.5382842421531677,2
