,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',310-475-3585,` french bistro ',1
1,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 3799 las vegas blvd. s. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',213-655-8880,` french bistro ',1
2,' 6703 melrose ave. ',` los angeles ',6.0,citrus,404/264 -1334,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',213-655-8880,` french bistro ',1
3,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',213-848-6677,` french bistro ',1
4,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',213-655-8880,` french bistro ',1
5,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,` steak houses ',' 8284 melrose ave. ',` los angeles ',6.0,` le chardonnay ( los angeles ) ',213-655-8880,` french bistro ',1
6,' 129 e. fremont st. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',310-475-3585,` french bistro ',1
7,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',6.0,` le chardonnay ( los angeles ) ',702-731-7110,` french bistro ',1
8,' 6703 melrose ave. ',atlanta,6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',5.0,` le chardonnay ( los angeles ) ',213-848-6677,` french bistro ',1
9,' 6703 melrose ave. ',` san francisco ',6.0,citrus,213/857 -0034,californian,' 8284 melrose ave. ',` los angeles ',6.0,` le chardonnay ( los angeles ) ',702-731-7110,` french bistro ',1
