,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,evolution of groupware for business applications : a database perspective on lotus domino/notes,"d fang , s ghandeharizadeh",vldb j.,1996,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title',)",['an experimental system for object-based sharing in federated databases'],['evolution of groupware for business applications : a database perspective on lotus domino/notes'],0.0073917047,0.99260825,2
22,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"d fang , s ghandeharizadeh",vldb j.,2001,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title', 'ltable_year')","['an experimental system for object-based sharing in federated databases', 1996]","['dynamic content acceleration : a caching solution to enable scalable dynamic web page generation', 2001]",0.0110328,0.98896724,2
26,an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,an agent-based collaboratory,"q li , j smith","proc . of vldb ,",,"('rtable_title',)",['a dynamic model for conceptual clustering in object-oriented databases'],['an agent-based collaboratory'],0.009865937,0.99013406,2
27,an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,an agent-based collaboratory,"a vã ¡ zquez , i barrio , j vã ¡ zquez-salceda , jm pujol","proc . of vldb ,",,"('rtable_title', 'rtable_authors')","['a dynamic model for conceptual clustering in object-oriented databases', 'q li , j smith']","['an agent-based collaboratory', 'a vã ¡ zquez , i barrio , j vã ¡ zquez-salceda , jm pujol']",0.015787553,0.98421246,2
29,an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,an agent-based collaboratory,"q li , j smith","proc . of vldb ,",,"('rtable_title', 'rtable_year')","['a dynamic model for conceptual clustering in object-oriented databases', nan]","['an agent-based collaboratory', nan]",0.009865937,0.99013406,2
34,reasoning about spatial relationships in picture retrieval systems,"d fang , s ghandeharizadeh",vldb j.,1996,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title',)",['an experimental system for object-based sharing in federated databases'],['reasoning about spatial relationships in picture retrieval systems'],0.25145727,0.74854267,2
35,reasoning about spatial relationships in picture retrieval systems,"a sistla , c yu , r haddad",vldb j.,1996,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title', 'ltable_authors')","['an experimental system for object-based sharing in federated databases', 'd fang , s ghandeharizadeh']","['reasoning about spatial relationships in picture retrieval systems', 'a sistla , c yu , r haddad']",0.006663381,0.9933367,2
36,reasoning about spatial relationships in picture retrieval systems,"d fang , s ghandeharizadeh",vldb,1996,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title', 'ltable_venue')","['an experimental system for object-based sharing in federated databases', 'vldb j.']","['reasoning about spatial relationships in picture retrieval systems', 'vldb']",0.43303204,0.566968,2
21,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"a datta , k dutta , k ramamritham , h thomas , d vandermeer",vldb j.,1996,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title', 'ltable_authors')","['an experimental system for object-based sharing in federated databases', 'd fang , s ghandeharizadeh']","['dynamic content acceleration : a caching solution to enable scalable dynamic web page generation', 'a datta , k dutta , k ramamritham , h thomas , d vandermeer']",0.003280085,0.9967199,2
37,reasoning about spatial relationships in picture retrieval systems,"d fang , s ghandeharizadeh",vldb j.,1994,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,"('ltable_title', 'ltable_year')","['an experimental system for object-based sharing in federated databases', 1996]","['reasoning about spatial relationships in picture retrieval systems', 1994]",0.2407051,0.75929487,2
