,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,hard drives,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,55.99,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
1,nan,printers,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
2,nan,mp3 accessories,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,kodak,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
3,balt,hard drives,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,graphics cards,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
4,nan,mp3 accessories,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
5,nan,hard drives,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,graphics cards,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
6,nan,nan,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
7,balt,hard drives,nan,248.27,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
8,atrend,nan,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,nan,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
9,nan,hard drives,nan,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,kodak,computers accessories,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,1
