,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,clickfree c2 500gb,computers accessories,,,,"('rtable_title',)",['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49'],['clickfree c2 500gb'],0.07901114225387573,0.9209888577461243,2
1,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,hd527b3,,"('rtable_modelno',)",[nan],['hd527b3'],0.18252867460250854,0.8174713253974915,2
2,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,hd527b3,,"('rtable_modelno',)",[nan],['hd527b3'],0.18252867460250854,0.8174713253974915,2
3,iomega skin 500,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,,,"('ltable_title',)",['clickfree c2 500gb usb 3.0 portable external hard drive clickfree'],['iomega skin 500'],0.05263185501098633,0.9473681449890137,2
4,iomega skin 500 gb usb 2.0 portable external,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,,,"('ltable_title',)",['clickfree c2 500gb usb 3.0 portable external hard drive clickfree'],['iomega skin 500 gb usb 2.0 portable external'],0.08544546365737915,0.9145545363426208,2
5,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,hd527b3,,"('rtable_modelno',)",[nan],['hd527b3'],0.18252867460250854,0.8174713253974915,2
6,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,clickfree c2 500gb usb 3.0 portable external hard,computers accessories,,,,"('rtable_title',)",['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49'],['clickfree c2 500gb usb 3.0 portable external hard'],0.04679828882217407,0.9532017111778259,2
7,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,hd527b3,,"('rtable_modelno',)",[nan],['hd527b3'],0.18252867460250854,0.8174713253974915,2
8,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,,,"('ltable_title',)",['clickfree c2 500gb usb 3.0 portable external hard drive clickfree'],['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49'],0.040962040424346924,0.9590379595756531,2
9,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,computers accessories,,,,"('rtable_title',)",['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49'],['clickfree c2 500gb usb 3.0 portable external hard drive clickfree'],0.04310810565948486,0.9568918943405151,2
10,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,,hd527b3,,"('rtable_modelno',)",[nan],['hd527b3'],0.18252867460250854,0.8174713253974915,2
