,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002,black,35.99,"('rtable_name', 'rtable_description')","['canon psc-4000 deluxe leather case n 3528b001', nan]","['canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002', 'black']",1,0,0.14448197,0.8555181,2
62,,psc-4000 deluxe leather case n 3528b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_name',)",['canon deluxe soft black camera case 0716b001'],['psc-4000 deluxe leather case n 3528b001'],1,0,0.020107463,0.9798925,2
60,,canon deluxe soft black camera case 0716b001,logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish,179.0,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_description', 'ltable_price')","['canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish', nan]","['logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish', 179.0]",1,0,0.022764629,0.9772354,2
59,,logitech dinovo edge keyboard windows edition 967685,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,179.0,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_name', 'ltable_price')","['canon deluxe soft black camera case 0716b001', nan]","['logitech dinovo edge keyboard windows edition 967685', 179.0]",1,0,0.022560557,0.9774394,2
58,,logitech dinovo edge keyboard windows edition 967685,logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish,,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_name', 'ltable_description')","['canon deluxe soft black camera case 0716b001', 'canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish']","['logitech dinovo edge keyboard windows edition 967685', 'logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish']",1,0,0.023030752,0.9769693,2
57,,canon deluxe soft black camera case 0716b001,logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish,,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_description',)",['canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish'],['logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish'],1,0,0.022372514,0.9776275,2
56,,logitech dinovo edge keyboard windows edition 967685,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon psc-4000 deluxe leather case n 3528b001,,35.99,"('ltable_name',)",['canon deluxe soft black camera case 0716b001'],['logitech dinovo edge keyboard windows edition 967685'],1,0,0.02124188,0.9787581,2
55,,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon psc-4000 deluxe leather case n 3528b001,diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","[nan, 35.99]","['diamond stylus static balance tonearm pitch control', nan]",1,0,0.28283226,0.7171677,2
53,,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,sony turntable pslx350h,phono cartridge bonded diamond stylus static balance tonearm pitch control,35.99,"('rtable_name', 'rtable_description')","['canon psc-4000 deluxe leather case n 3528b001', nan]","['sony turntable pslx350h', 'phono cartridge bonded diamond stylus static balance tonearm pitch control']",1,0,0.10535926,0.89464074,2
52,,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon psc-4000 deluxe leather case n 3528b001,phono cartridge bonded diamond stylus static balance tonearm pitch control,35.99,"('rtable_description',)",[nan],['phono cartridge bonded diamond stylus static balance tonearm pitch control'],1,0,0.47264257,0.5273574,2
