,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",nan,nan,1994.0,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","leslie d. fife , le gruenwald",nan,2000.0,0
1,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",nan,nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record",nan,nan,nan,0
2,coss : the common object services specifications sigmod conference 1994,"mike p. papazoglou , bernd j. krämer",nan,nan,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data",leonidas fegaras,nan,2000.0,0
3,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",nan,nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",nan,2000.0,0
4,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",nan,nan,nan,coss : the common object services specifications bruce e. martin international conference on management of data,nan,nan,2000.0,0
5,coss : the common object services specifications sigmod conference 1994,nan,nan,nan,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data","thomas seidl , hans-peter kriegel",nan,2000.0,0
6,coss : the common object services specifications sigmod conference 1994,nan,nan,nan,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data",nan,nan,1998.0,0
7,coss : the common object services specifications sigmod conference 1994,nan,nan,nan,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data",nan,nan,2000.0,0
8,coss : the common object services specifications sigmod conference 1994,"mike p. papazoglou , bernd j. krämer",nan,nan,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data",nan,nan,2000.0,0
9,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",nan,nan,1996.0,coss : the common object services specifications bruce e. martin international conference on management of data,nan,nan,2003.0,0
