,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,da-lite,mp3 accessories,gb01959,17.13,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,cases,gb01959,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,0
1,nan,mp3 accessories,gb01959,17.13,epson t068120-d2 dual black ink cartridge printers epson epson t068120-d2,nan,cases,gb01959,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,0
2,nan,mp3 accessories,gb01959,17.13,paper mate mechanical pencil starter set stationery & office machinery 1739312 4.87,nan,cases,gb01959,24.09,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,0
3,nan,mp3 accessories,gb01959,17.13,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,gb01959,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,0
4,nan,mp3 accessories,gb01959,24.94,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,be450g,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,0
5,nan,mp3 accessories,gb01959,17.13,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,gb01959,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,0
6,nan,mp3 accessories,gb01959,17.13,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,gb01959,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,0
7,nan,mp3 accessories,d1680,17.13,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,gb01959,nan,epson t048220 cyan ink cartridge epson,0
8,nan,mp3 accessories,99712,17.13,los angeles lakers ipod touch 4g hard case fva4614,nan,cases,gb01959,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,0
9,nan,stationery & office machinery,gb01959,17.13,griffin ipod touch 4g formfit case pink clear arkon,nan,cases,gb01959,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,0
