,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,portable dvd player,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name',)","[""panasonic black 8.5 ' portable dvd player dvdls83""]",['portable dvd player'],0.08705049753189087,0.9129495024681091,2
27,toshiba sd-p71s portable,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name',)","[""panasonic black 8.5 ' portable dvd player dvdls83""]",['toshiba sd-p71s portable'],0.10185056924819946,0.8981494307518005,2
28,toshiba sd-p71s portable,toshiba sd-p71s 7 ' portable dvd player,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_description')","[""panasonic black 8.5 ' portable dvd player dvdls83"", ""panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish""]","['toshiba sd-p71s portable', ""toshiba sd-p71s 7 ' portable dvd player""]",0.05036449432373047,0.9496355056762695,2
29,toshiba sd-p71s portable,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,119.36,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_price')","[""panasonic black 8.5 ' portable dvd player dvdls83"", nan]","['toshiba sd-p71s portable', 119.36]",0.14818131923675537,0.8518186807632446,2
57,toshiba sd-p71s portable dvd player,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,119.36,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_price')","[""panasonic black 8.5 ' portable dvd player dvdls83"", nan]","['toshiba sd-p71s portable dvd player', 119.36]",0.1377682089805603,0.8622317910194397,2
31,toshiba,toshiba sd-p71s 7 ' portable dvd player,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_description')","[""panasonic black 8.5 ' portable dvd player dvdls83"", ""panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish""]","['toshiba', ""toshiba sd-p71s 7 ' portable dvd player""]",0.18209987878799438,0.8179001212120056,2
56,toshiba sd-p71s portable dvd player,toshiba,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_description')","[""panasonic black 8.5 ' portable dvd player dvdls83"", ""panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish""]","['toshiba sd-p71s portable dvd player', 'toshiba']",0.12641334533691406,0.8735866546630859,2
65,toshiba sd-p71s,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,119.36,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_price')","[""panasonic black 8.5 ' portable dvd player dvdls83"", nan]","['toshiba sd-p71s', 119.36]",0.2244454026222229,0.7755545973777771,2
34,toshiba sd-p71s portable dvd player,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name',)","[""panasonic black 8.5 ' portable dvd player dvdls83""]",['toshiba sd-p71s portable dvd player'],0.12881457805633545,0.8711854219436646,2
35,toshiba sd-p71s portable dvd player,sd-p71s 7 ' portable dvd player,,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,"('ltable_name', 'ltable_description')","[""panasonic black 8.5 ' portable dvd player dvdls83"", ""panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish""]","['toshiba sd-p71s portable dvd player', ""sd-p71s 7 ' portable dvd player""]",0.08466529846191406,0.9153347015380859,2
