,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,iomega 34508 dvr expander hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,external hard drives,lacie,301908,64.24,"('ltable_title',)",['iosafe rugged 250gb usb 3.0 portable external hard drive'],['iomega 34508 dvr expander hard drive'],0.10818771,0.8918123,2
91,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,v7 usb extension cable usb-a male to usb-a female black 3 feet,usb cables,lacie,301908,64.24,"('rtable_title', 'rtable_category')","['lacie rikiki 320 gb usb 2.0 portable external hard drive 301908', 'external hard drives']","['v7 usb extension cable usb-a male to usb-a female black 3 feet', 'usb cables']",0.44197416,0.55802584,2
90,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,external hard drives,lacie,v7-usb2aa-03,64.24,"('rtable_modelno',)",['301908'],['v7-usb2aa-03'],0.38499343,0.61500657,2
89,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,external hard drives,v7,301908,64.24,"('rtable_brand',)",['lacie'],['v7'],0.3977541,0.6022459,2
88,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,v7 usb extension cable usb-a male to usb-a female black 3 feet,external hard drives,lacie,301908,64.24,"('rtable_title',)",['lacie rikiki 320 gb usb 2.0 portable external hard drive 301908'],['v7 usb extension cable usb-a male to usb-a female black 3 feet'],0.40724105,0.59275895,2
85,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,hard drive bags,lacie,301908,14.98,"('rtable_category', 'rtable_price')","['external hard drives', 64.24]","['hard drive bags', 14.98]",0.3951517,0.6048483,2
84,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,hard drive bags,lacie,qhdc-101red,64.24,"('rtable_category', 'rtable_modelno')","['external hard drives', '301908']","['hard drive bags', 'qhdc-101red']",0.29280472,0.7071953,2
83,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,hard drive bags,case logic,301908,64.24,"('rtable_category', 'rtable_brand')","['external hard drives', 'lacie']","['hard drive bags', 'case logic']",0.44051823,0.5594818,2
82,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,external hard drives,lacie,qhdc-101red,64.24,"('rtable_modelno',)",['301908'],['qhdc-101red'],0.3849932,0.6150068,2
81,iosafe rugged 250gb usb 3.0 portable external hard drive,hard drives,iosafe,pa50250u5yr,249.99,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,hard drive bags,lacie,301908,64.24,"('rtable_category',)",['external hard drives'],['hard drive bags'],0.29280472,0.7071953,2
