,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate queries']",0.0022032252,0.9977968,2
32,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",sigmod conference,2002,query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",international conference on management of data,2001,"('rtable_title', 'rtable_authors')","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya']","['query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']",0.09882657,0.9011734,2
38,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 2001]",0.0030538233,0.99694616,2
42,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate queries']",0.0022032252,0.9977968,2
27,"a robust , optimization-based approach for approximate answering","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering', 2001]",0.02280948,0.9771905,2
26,"a robust , optimization-based approach for approximate answering","jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering', 'international conference on management of data']",0.007825154,0.9921748,2
25,"a robust , optimization-based approach for approximate answering","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering', 'surajit chaudhuri , gautam das , vivek narasayya']",3.528801e-05,0.9999647,2
24,"a robust , optimization-based approach for approximate answering","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering']",0.020042228,0.97995776,2
43,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das ,",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das ,']",6.3251036e-06,0.9999937,2
44,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'international conference on management of data']",0.00159352,0.99840647,2
45,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 2001]",0.0030538307,0.99694616,2
19,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 2001]",0.0030538233,0.99694616,2
18,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'international conference on management of data']",0.00159352,0.99840647,2
37,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya']",5.2387427e-06,0.99999475,2
16,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate queries']",0.0022032252,0.9977968,2
17,"a robust , optimization-based approach for approximate answering of aggregate queries",vivek narasayya,sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'vivek narasayya']",1.5209247e-05,0.99998474,2
53,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 2001]",0.0030538233,0.99694616,2
1,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek']",5.2387427e-06,0.99999475,2
2,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'international conference on management of data']",0.00159352,0.99840647,2
3,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 2001]",0.0030538233,0.99694616,2
52,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",international conference on management,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'international conference on management']",0.0014036127,0.9985964,2
8,"a robust , optimization-based approach for approximate answering of aggregate","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate']",0.0008799851,0.99912006,2
36,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate queries']",0.0022032252,0.9977968,2
10,"a robust , optimization-based approach for approximate answering of aggregate","jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate', 'international conference on management of data']",0.0012053044,0.9987947,2
11,"a robust , optimization-based approach for approximate answering of aggregate","jeffrey f. naughton , stratis viglas",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources', 2002]","['a robust , optimization-based approach for approximate answering of aggregate', 2001]",0.0010221463,0.9989779,2
51,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya']",5.2387427e-06,0.99999475,2
50,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title',)",['rate-based query optimization for streaming information sources'],"['a robust , optimization-based approach for approximate answering of aggregate queries']",0.0022032252,0.9977968,2
9,"a robust , optimization-based approach for approximate answering of aggregate","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas']","['a robust , optimization-based approach for approximate answering of aggregate', 'surajit chaudhuri , gautam das , vivek narasayya']",6.4254136e-06,0.99999356,2
46,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das ,",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das ,', 'international conference on management of data']",1.5675914e-06,0.99999845,3
47,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das ,",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_year')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das ,', 2001]",6.898622e-06,0.9999931,3
54,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya', 'international conference on management']",1.0382893e-06,0.9999989,3
55,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_year')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya', 2001]",5.589634e-06,0.9999944,3
40,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_year')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya', 2001]",5.589634e-06,0.9999944,3
39,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 'sigmod conference']","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya', 'of data']",9.4703155e-06,0.9999906,3
48,"a robust , optimization-based approach for approximate answering of aggregate queries","jeffrey f. naughton , stratis viglas",international conference on management of data,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_venue', 'ltable_year')","['rate-based query optimization for streaming information sources', 'sigmod conference', 2002]","['a robust , optimization-based approach for approximate answering of aggregate queries', 'international conference on management of data', 2001]",0.0013863774,0.9986136,3
28,"a robust , optimization-based approach for approximate answering","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2002,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 'sigmod conference']","['a robust , optimization-based approach for approximate answering', 'surajit chaudhuri , gautam das , vivek narasayya', 'international conference on management of data']",1.6121305e-05,0.9999839,3
34,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",sigmod conference,2002,query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",international conference on management of data,2002,"('rtable_title', 'rtable_authors', 'rtable_year')","['a robust , optimization-based approach for approximate answering of aggregate queries', 'surajit chaudhuri , gautam das , vivek narasayya', 2001]","['query optimization for streaming information sources', 'jeffrey f. naughton , stratis viglas', 2002]",0.09656578,0.9034342,3
