,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Columbia Kettle Works Bald Guy,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name',)",['Sawdust City Red Rocket Coffee Spiced Stout'],['Columbia Kettle Works Bald Guy'],0.36416858434677124,0.6358314156532288,2
351,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sockeye Angels Perch Amber,Sockeye Brewing,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company']","['Sockeye Angels Perch Amber', 'Sockeye Brewing']",0.4093412756919861,0.5906587243080139,2
350,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Sockeye Angels Perch Amber,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name',)",['Sawdust City Red Rocket Coffee Spiced Stout'],['Sockeye Angels Perch Amber'],0.42296791076660156,0.5770320892333984,2
345,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Block 15 Hellion,Sawdust City Brewing Company,Spice/Herb/Vegetable,12.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', '5.20 %']","['Block 15 Hellion', '12.50 %']",0.1211099624633789,0.8788900375366211,2
344,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Block 15 Hellion,Sawdust City Brewing Company,Belgian Strong Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Spice/Herb/Vegetable']","['Block 15 Hellion', 'Belgian Strong Ale']",0.16892868280410767,0.8310713171958923,2
343,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Block 15 Hellion,Block 15 Brewery,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company']","['Block 15 Hellion', 'Block 15 Brewery']",0.11604291200637817,0.8839570879936218,2
342,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Block 15 Hellion,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name',)",['Sawdust City Red Rocket Coffee Spiced Stout'],['Block 15 Hellion'],0.12685424089431763,0.8731457591056824,2
337,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,COAST Same Old,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', '5.20 %']","['COAST Same Old', '5.50 %']",0.30826103687286377,0.6917389631271362,2
336,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,COAST Same Old,Sawdust City Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Spice/Herb/Vegetable']","['COAST Same Old', 'Amber Ale']",0.3307291865348816,0.6692708134651184,2
335,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,COAST Same Old,COAST Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company']","['COAST Same Old', 'COAST Brewing Company']",0.31881946325302124,0.6811805367469788,2
