,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Devolution,Big Bay Brewing Co. .,American Amber / Red Ale,4.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Devolution', '4.50 %']",0.30057257413864136,0.6994274258613586,2
260,BBA,Big Bay Brewing Co. .,American Amber / Red Ale,6.90 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['BBA', '6.90 %']",0.4576500654220581,0.5423499345779419,2
122,Julesnadder,Big Bay Brewing Co. .,American Amber / Red Ale,4.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Julesnadder', '4.50 %']",0.30612581968307495,0.693874180316925,2
264,Bunpat Rossa,Big Bay Brewing Co. .,American Amber / Red Ale,4.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Bunpat Rossa', '4.50 %']",0.43566668033599854,0.5643333196640015,2
118,Alpha Dog,Big Bay Brewing Co. .,American Amber / Red Ale,4.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Alpha Dog', '4.50 %']",0.4686415195465088,0.5313584804534912,2
268,Thetis,Big Bay Brewing Co. .,American Amber / Red Ale,6.00 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Thetis', '6.00 %']",0.4666817784309387,0.5333182215690613,2
112,Mulligan,Big Bay Brewing Co. .,American Amber / Red Ale,6.20 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Mulligan', '6.20 %']",0.49972712993621826,0.5002728700637817,2
272,Kozmonaut,Big Bay Brewing Co. .,American Amber / Red Ale,6.20 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Kozmonaut', '6.20 %']",0.48036348819732666,0.5196365118026733,2
108,Kjuagutt,Big Bay Brewing Co. .,American Amber / Red Ale,4.70 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Kjuagutt', '4.70 %']",0.43448472023010254,0.5655152797698975,2
276,Magnifica,Big Bay Brewing Co. .,American Amber / Red Ale,5.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Magnifica', '5.50 %']",0.4792640805244446,0.5207359194755554,2
104,Heartbreaker,Big Bay Brewing Co. .,American Amber / Red Ale,6.90 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Heartbreaker', '6.90 %']",0.467917799949646,0.532082200050354,2
280,Bucolia,Big Bay Brewing Co. .,American Amber / Red Ale,5.60 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Bucolia', '5.60 %']",0.41616833209991455,0.5838316679000854,2
100,Red-Ioactive,Big Bay Brewing Co. .,American Amber / Red Ale,6.00 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Red-Ioactive', '6.00 %']",0.41821008920669556,0.5817899107933044,2
284,Brekkefossenvann,HammerHeart Brewing Company,American Amber / Red Ale,9.00 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .']","['Brekkefossenvann', 'HammerHeart Brewing Company']",0.49508553743362427,0.5049144625663757,2
285,Brekkefossenvann,Big Bay Brewing Co. .,American Amber / Red Ale,6.50 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,"('ltable_Beer_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', '9.00 %']","['Brekkefossenvann', '6.50 %']",0.49495261907577515,0.5050473809242249,2
