,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Rock Bottom La Jolla Ragtop Red Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7.09 %,1
1,Clifford 's Big Red Ale,Funky Buddha Brewery,American Barleywine,9.70 %,Big Time Lift Ticket American Red Ale,Big Time Brewery,Imperial IPA,7 %,0
2,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
3,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Rude Hippo Honey Basil Amber,Heist Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
4,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,6.50 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
5,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,5.80 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
6,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Black Shirt American India Red Ale,Third Base Sports Bar & Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
7,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,-,Thorn Street Smugglers Cove Agave Amber Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
8,Clifford 's Big Red Ale,Funky Buddha Brewery,American Barleywine,4.50 %,Big Time Lift Ticket American Red Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
9,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,1
