,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,4 Hands Ruby Red Prussia,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,"('rtable_Beer_Name',)",['Big Time Lift Ticket American Red Ale'],['4 Hands Ruby Red Prussia'],0.1253497,0.87465024,2
21,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Time Lift Ticket American Red Ale,Blue Heron Brewpub,India Pale Ale &#40; IPA &#41;,6.20 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Time Brewery', '7 %']","['Blue Heron Brewpub', '6.20 %']",0.42031705,0.579683,2
20,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Big Time Brewery,India Pale Ale &#40; IPA &#41;,6.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Time Lift Ticket American Red Ale', '7 %']","['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;', '6.20 %']",0.19390346,0.8060965,2
17,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Buffalo Tap Room Amber Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Time Lift Ticket American Red Ale', '7 %']","['Buffalo Tap Room Amber Ale', '5.20 %']",0.20165983,0.79834014,2
16,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Buffalo Tap Room Amber Ale,Custom Brewcrafters,India Pale Ale &#40; IPA &#41;,7 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Time Lift Ticket American Red Ale', 'Big Time Brewery']","['Buffalo Tap Room Amber Ale', 'Custom Brewcrafters']",0.22887434,0.7711257,2
15,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,5 Seasons Westside Red-Headed Stepchild,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,"('rtable_Beer_Name',)",['Big Time Lift Ticket American Red Ale'],['5 Seasons Westside Red-Headed Stepchild'],0.36244056,0.6375594,2
9,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Steinacher Ankerla Kolonial Red Ale,AnkerbrÃ $ u Steinach,India Pale Ale &#40; IPA &#41;,7 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Time Lift Ticket American Red Ale', 'Big Time Brewery']","['Steinacher Ankerla Kolonial Red Ale', 'AnkerbrÃ $ u Steinach']",0.28263032,0.7173697,2
13,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Cigar City Citrus Wizard,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Time Lift Ticket American Red Ale', '7 %']","['Cigar City Citrus Wizard', '7.40 %']",0.13853979,0.86146015,2
3,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,4 Hands Ruby Red Prussia,Big Time Brewery,India Pale Ale &#40; IPA &#41;,3.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Time Lift Ticket American Red Ale', '7 %']","['4 Hands Ruby Red Prussia', '3.50 %']",0.060296647,0.9397034,2
6,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Horn Buttface Amber Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Time Lift Ticket American Red Ale', '7 %']","['Big Horn Buttface Amber Ale', '5.80 %']",0.2079712,0.7920288,2
2,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,4 Hands Ruby Red Prussia,Big Time Brewery,Berliner Weisse,7 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Time Lift Ticket American Red Ale', 'India Pale Ale &#40; IPA &#41;']","['4 Hands Ruby Red Prussia', 'Berliner Weisse']",0.23181254,0.76818746,2
