,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
2,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,"p ciaccia , p tiberio , p zezula",,,"('rtable_authors', 'rtable_venue')","[nan, 'proceedings of the 1992 acm sigmod-international conference']","['p ciaccia , p tiberio , p zezula', nan]",0.35169348,0.64830655,2
6,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,fcc rcd,proceedings of the 1992 acm sigmod-international conference,,"('rtable_authors',)",[nan],['fcc rcd'],0.3857177,0.6142823,2
7,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,fcc rcd,,,"('rtable_authors', 'rtable_venue')","[nan, 'proceedings of the 1992 acm sigmod-international conference']","['fcc rcd', nan]",0.25412264,0.7458773,2
8,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,fcc rcd,proceedings of the 1992 acm sigmod-international conference,,"('rtable_authors', 'rtable_year')","[nan, nan]","['fcc rcd', nan]",0.3857177,0.6142823,2
10,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,5 . 0 specification t revision 1988.0,,proceedings of the 1992 acm sigmod-international conference,,"('rtable_title',)",['the o 2 object-oriented database system f bancilhon'],['5 . 0 specification t revision 1988.0'],0.48034254,0.51965755,2
11,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,5 . 0 specification t revision 1988.0,,proceedings of the 1992 acm sigmod-international conference,,"('rtable_title', 'rtable_authors')","['the o 2 object-oriented database system f bancilhon', nan]","['5 . 0 specification t revision 1988.0', nan]",0.48034254,0.51965755,2
12,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,5 . 0 specification t revision 1988.0,,proceedings of the 1992 acm sigmod-international conference,,"('rtable_title', 'rtable_year')","['the o 2 object-oriented database system f bancilhon', nan]","['5 . 0 specification t revision 1988.0', nan]",0.48034254,0.51965755,2
0,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,qualification of a 1.8 kw hydrazine arcjet system,rd smithâ ? ¦,"proceedings of the 23rd international electric propulsion & hellip ; ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['the o 2 object-oriented database system f bancilhon', nan, 'proceedings of the 1992 acm sigmod-international conference']","['qualification of a 1.8 kw hydrazine arcjet system', 'rd smithâ ? ¦', 'proceedings of the 23rd international electric propulsion & hellip ; ,']",0.14464808,0.8553519,3
3,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,"p ciaccia , p tiberio , p zezula",,,"('rtable_authors', 'rtable_venue', 'rtable_year')","[nan, 'proceedings of the 1992 acm sigmod-international conference', nan]","['p ciaccia , p tiberio , p zezula', nan, nan]",0.35169348,0.64830655,3
4,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the sum number of d-partite complete hypergraphs,hm teichert,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['the o 2 object-oriented database system f bancilhon', nan, 'proceedings of the 1992 acm sigmod-international conference']","['the sum number of d-partite complete hypergraphs', 'hm teichert', nan]",0.15550323,0.8444968,3
9,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the o 2 object-oriented database system f bancilhon,fcc rcd,,,"('rtable_authors', 'rtable_venue', 'rtable_year')","[nan, 'proceedings of the 1992 acm sigmod-international conference', nan]","['fcc rcd', nan, nan]",0.25412264,0.7458773,3
13,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,5 . 0 specification t revision 1988.0,,proceedings of the 1992 acm sigmod-international conference,,"('rtable_title', 'rtable_authors', 'rtable_year')","['the o 2 object-oriented database system f bancilhon', nan, nan]","['5 . 0 specification t revision 1988.0', nan, nan]",0.48034254,0.51965755,3
1,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,qualification of a 1.8 kw hydrazine arcjet system,rd smithâ ? ¦,"proceedings of the 23rd international electric propulsion & hellip ; ,",,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['the o 2 object-oriented database system f bancilhon', nan, 'proceedings of the 1992 acm sigmod-international conference', nan]","['qualification of a 1.8 kw hydrazine arcjet system', 'rd smithâ ? ¦', 'proceedings of the 23rd international electric propulsion & hellip ; ,', nan]",0.14464808,0.8553519,4
5,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,the sum number of d-partite complete hypergraphs,hm teichert,,,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['the o 2 object-oriented database system f bancilhon', nan, 'proceedings of the 1992 acm sigmod-international conference', nan]","['the sum number of d-partite complete hypergraphs', 'hm teichert', nan, nan]",0.15550323,0.8444968,4
