,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,microsoft powerpoint 2004 ( mac ),microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,punch software,199.99,1
1,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,83.99,1
2,microsoft office frontpage 2003 academic version windows ),microsoft,499.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,sibelius-software-ltd .,199.99,0
3,microsoft visual studio professional 2005 upgrade,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,apple software,199.99,1
4,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,85.95,1
5,microsoft office frontpage 2003 academic version windows ),microsoft,39.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,199.99,1
6,microsoft office frontpage 2003 academic version windows ),microsoft,nan,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,229.95,1
7,musicalis guitar workshop,nolo press,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,199.99,1
8,quickbooks point-of-sale basic 6.0,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,199.99,1
9,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,539.95,1
