,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,660,"('rtable_addr', 'rtable_phone')","[""' 3700 w. flamingo rd. '"", '702-252-7702']","[""' 6182 w. flamingo rd. '"", '702/871 -8826']",1,0,0.20356946,0.79643047,2
36,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,660,"('rtable_addr', 'rtable_phone')","[""' 3700 w. flamingo rd. '"", '702-252-7702']","[""' 6182 w. flamingo rd. '"", '702/871 -8826']",1,0,0.20356947,0.7964306,2
41,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,451,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3700 w. flamingo rd. '"", '702-252-7702', 660]","[""' 6182 w. flamingo rd. '"", '702/871 -8826', 451]",1,0,0.057249654,0.9427504,3
38,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` viva mercado \ 's ',' 3700 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,451,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` fiore rotisserie & grille '"", '702-252-7702', 660]","[""` viva mercado \\ 's '"", '702/871 -8826', 451]",1,0,0.18354964,0.81645036,3
24,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` viva mercado \ 's ',' 3700 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,451,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` fiore rotisserie & grille '"", '702-252-7702', 660]","[""` viva mercado \\ 's '"", '702/871 -8826', 451]",1,0,0.18354964,0.81645036,3
37,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,660,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` fiore rotisserie & grille '"", ""' 3700 w. flamingo rd. '"", '702-252-7702']","[""` viva mercado \\ 's '"", ""' 6182 w. flamingo rd. '"", '702/871 -8826']",1,0,0.010720988,0.989279,3
40,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,660,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""' 3700 w. flamingo rd. '"", '702-252-7702', 'italian']","[""' 6182 w. flamingo rd. '"", '702/871 -8826', 'mexican']",1,0,0.27523544,0.7247646,3
39,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',las vegas ',702/871 -8826,italian,660,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3700 w. flamingo rd. '"", ""` las vegas '"", '702-252-7702']","[""' 6182 w. flamingo rd. '"", ""las vegas '"", '702/871 -8826']",1,0,0.071879804,0.92812014,3
23,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` viva mercado \ 's ',' 3700 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,660,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` fiore rotisserie & grille '"", ""` las vegas '"", '702-252-7702']","[""` viva mercado \\ 's '"", ""` las vegas '"", '702/871 -8826']",1,0,0.4771857,0.5228143,3
5,,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,mexican,451,` fiore rotisserie & grille ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,italian,451,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3700 w. flamingo rd. '"", '702-252-7702', 660]","[""' 6182 w. flamingo rd. '"", '702/871 -8826', 451]",1,0,0.057249654,0.9427504,3
