,explanation,type,latency,match,label,row,prediction
0,{},certa,124.87741663700001,0.0,0.0,1953-5130,[0.9237451  0.07625484]
1,"{'rtable_title': 0.1762820512820513, 'rtable_year': 0.10256410256410256, 'rtable_venue': 0.16025641025641027, 'rtable_authors': 0.09615384615384616}",certa,150.15991115900033,0.0,0.0,211-2457,[0.9053827  0.09461724]
2,"{'rtable_title': 0.06756756756756757, 'rtable_authors': 0.06587837837837837, 'rtable_venue': 0.05405405405405406, 'rtable_year': 0.05912162162162162, 'ltable_title': 0.005067567567567568, 'ltable_authors': 0.005067567567567568, 'ltable_venue': 0.005067567567567568, 'ltable_year': 0.0033783783783783786}",certa,1179.5247122680003,0.0,0.0,2295-8559,[0.5989917 0.4010083]
3,"{'ltable_title': 0.0603448275862069, 'ltable_authors': 0.0603448275862069, 'ltable_venue': 0.04310344827586207, 'ltable_year': 0.04310344827586207}",certa,733.5761368950007,0.0,0.0,659-12273,[0.923351   0.07664898]
4,{},certa,630.5761309710015,0.0,0.0,2185-10241,[0.8182048  0.18179515]
5,"{'rtable_title': 0.17943548387096775, 'rtable_authors': 0.11290322580645161, 'rtable_venue': 0.11895161290322581, 'rtable_year': 0.10887096774193548, 'ltable_title': 0.016129032258064516, 'ltable_authors': 0.016129032258064516, 'ltable_venue': 0.010080645161290322, 'ltable_year': 0.010080645161290322}",certa,217.63409854699967,0.0,0.0,603-1832,[0.8962757  0.10372429]
6,"{'ltable_title': 0.019021739130434784, 'ltable_venue': 0.01358695652173913, 'ltable_year': 0.01358695652173913, 'ltable_authors': 0.010869565217391304}",certa,190.3031605690012,0.0,0.0,1883-15003,[0.9091029  0.09089711]
7,"{'rtable_title': 0.5405405405405406, 'rtable_venue': 0.5371621621621622, 'rtable_year': 0.4831081081081081, 'rtable_authors': 0.42905405405405406, 'ltable_title': 0.16216216216216217, 'ltable_venue': 0.22297297297297297, 'ltable_year': 0.18243243243243243, 'ltable_authors': 0.1891891891891892}",certa,674.528635532999,0.0,0.0,2588-7916,[0.6718411  0.32815892]
8,"{'rtable_title': 0.07083333333333333, 'rtable_authors': 0.05, 'rtable_venue': 0.06666666666666667, 'rtable_year': 0.04791666666666667, 'ltable_title': 0.014583333333333334, 'ltable_authors': 0.014583333333333334, 'ltable_venue': 0.014583333333333334, 'ltable_year': 0.014583333333333334}",certa,244.64185971100233,0.0,0.0,806-6887,[0.62785083 0.3721492 ]
9,"{'rtable_title': 0.02631578947368421, 'rtable_authors': 0.019736842105263157, 'rtable_venue': 0.019736842105263157, 'rtable_year': 0.019736842105263157, 'ltable_title': 0.08223684210526316, 'ltable_authors': 0.14473684210526316, 'ltable_venue': 0.13486842105263158, 'ltable_year': 0.1118421052631579}",certa,172.0210918269986,0.0,0.0,2538-15659,[0.91594577 0.08405416]
10,"{'rtable_title': 0.035, 'rtable_authors': 0.03, 'rtable_venue': 0.035, 'rtable_year': 0.02}",certa,106.92142570600117,0.0,0.0,19-6261,[0.9233322  0.07666773]
11,"{'rtable_title': 0.13970588235294118, 'rtable_authors': 0.07720588235294118, 'rtable_venue': 0.09558823529411764, 'rtable_year': 0.08088235294117647, 'ltable_title': 0.025735294117647058, 'ltable_authors': 0.025735294117647058, 'ltable_venue': 0.025735294117647058, 'ltable_year': 0.025735294117647058}",certa,129.53138798500004,0.0,0.0,1391-10963,[0.9028793  0.09712071]
12,"{'rtable_title': 0.21283783783783783, 'rtable_authors': 0.10810810810810811, 'rtable_venue': 0.15202702702702703, 'rtable_year': 0.125}",certa,146.17295510400072,0.0,0.0,2113-4298,[0.8328904  0.16710964]
13,{},certa,150.4021351320007,0.0,0.0,667-8795,[0.6496234  0.35037658]
14,"{'rtable_title': 0.07102272727272728, 'rtable_year': 0.04261363636363636, 'rtable_authors': 0.036931818181818184, 'rtable_venue': 0.03125}",certa,227.53139770900088,0.0,0.0,1487-16499,[0.84332144 0.15667851]
15,{},certa,1161.4730992160003,0.0,0.0,479-14191,[0.84241605 0.15758395]
