,explanation,type,latency,match,label,row,prediction
0,"{'ltable_id': -3.190119766822719e-10, 'ltable_title': 5.277627588475636e-11, 'ltable_venue': -1.7991158216926114e-09, 'ltable_year': -2.391732292781202e-10, 'rtable_authors': 7.715467936992497e-11, 'rtable_id': -1.0071513398227945e-09, 'rtable_title': -7.418349185592169e-11}",mojito-c,21.053324125000017,0.0,0.0,1953-5130,[0.9237451  0.07625484]
1,"{'ltable_id': -3.0857606265242066e-10, 'ltable_title': -1.2842786538103954e-11, 'ltable_venue': 4.3580775878468227e-10, 'rtable_authors': -5.329092588263128e-11, 'rtable_id': 5.587119343695339e-10, 'rtable_title': -5.288597666126451e-11, 'rtable_year': 5.668725983881784e-10}",mojito-c,21.926402324000264,0.0,0.0,211-2457,[0.9053827  0.09461724]
2,"{'ltable_id': -1.8704935416299407e-09, 'ltable_title': 2.4669625523036228e-11, 'ltable_year': -7.107129622818217e-10, 'rtable_id': 5.863288289985322e-10, 'rtable_title': 2.3251034477958805e-10}",mojito-c,21.49415352199958,0.0,0.0,2295-8559,[0.5989917 0.4010083]
3,"{'ltable_id': -9.765868478186708e-10, 'ltable_title': -2.2784995487633393e-12, 'rtable_authors': -6.193222339467661e-11, 'rtable_id': 2.5177988258075684e-10, 'rtable_title': 5.699357362720559e-11, 'rtable_venue': 1.2052218990327676e-11}",mojito-c,21.85633500699987,0.0,0.0,659-12273,[0.923351   0.07664898]
4,"{'ltable_id': 6.730076403871804e-10, 'ltable_title': -1.3743385085110223e-10, 'ltable_year': 8.632300537143138e-10, 'rtable_authors': -1.8808409177202173e-10, 'rtable_id': 1.114631093490842e-09, 'rtable_title': 1.8059620235752312e-10, 'rtable_venue': -1.514091858285601e-11, 'rtable_year': 6.659383275015436e-10}",mojito-c,22.52872627999932,0.0,0.0,2185-10241,[0.8182048  0.18179515]
5,"{'ltable_id': 2.2517615877866082e-10, 'ltable_title': -4.7157562094842025e-11, 'ltable_venue': 8.553948857224306e-10, 'ltable_year': 4.3701154389199615e-10, 'rtable_id': 9.73099258081285e-10, 'rtable_title': 4.591113510560149e-11, 'rtable_venue': -5.351880459291751e-11}",mojito-c,20.951206988000195,0.0,0.0,603-1832,[0.8962757  0.10372429]
6,"{'ltable_id': -9.962061889798192e-11, 'ltable_title': 2.6999446809719376e-11, 'ltable_venue': -5.998142482355669e-10, 'rtable_id': -3.407653532159893e-10, 'rtable_title': -1.2063392911784261e-11, 'rtable_venue': 1.1280237177361963e-11}",mojito-c,21.13315210700057,0.0,0.0,1883-15003,[0.9091029  0.09089711]
7,"{'ltable_id': 5.041284577645531e-33, 'ltable_title': 2.5036265971201678e-33, 'ltable_year': -6.459103545512673e-33, 'rtable_id': 1.4463466588301706e-32, 'rtable_title': -1.7591131844848582e-33, 'rtable_venue': 5.8927054294335037e-33, 'rtable_year': 7.6734071425882e-33}",mojito-c,22.91013919299803,0.0,0.0,2588-7916,[0.6718411  0.32815892]
8,"{'ltable_authors': 1.7314462532139828e-33, 'ltable_id': -4.588306845222259e-33, 'ltable_title': 3.0062328000041012e-34, 'rtable_authors': -1.6623531147255427e-33, 'rtable_id': 4.956833383054217e-33, 'rtable_title': 1.38116907855793e-33, 'rtable_venue': 1.3668436028865561e-33, 'rtable_year': 1.1852401247297787e-32}",mojito-c,21.586638408,0.0,0.0,806-6887,[0.62785083 0.3721492 ]
9,"{'ltable_authors': 2.5547670356514552e-33, 'ltable_id': -2.778350104389656e-33, 'ltable_title': 1.7633807572356813e-34, 'rtable_authors': 2.0279293953625873e-34, 'rtable_id': 6.184915315418467e-33, 'rtable_title': 3.0202953271302074e-34, 'rtable_year': 3.826381004956131e-33}",mojito-c,21.055253275000723,0.0,0.0,2538-15659,[0.91594577 0.08405416]
10,"{'ltable_authors': -1.497687017988046e-11, 'ltable_id': 2.2122305342549518e-10, 'ltable_title': 6.113534994661372e-11, 'ltable_year': -4.605338984978679e-10, 'rtable_id': -3.8496370638625e-10, 'rtable_title': 2.8348762200049602e-11, 'rtable_venue': -7.025542406053164e-11}",mojito-c,22.95305603000088,0.0,0.0,19-6261,[0.9233322  0.07666773]
11,"{'ltable_authors': -2.170497917252279e-10, 'ltable_id': -4.682503618474118e-10, 'ltable_title': -1.5003621099092062e-11, 'ltable_year': 4.968783347945931e-10, 'rtable_authors': -8.112390216689326e-11, 'rtable_id': 7.840162758511419e-10, 'rtable_title': 1.1929063324156903e-10}",mojito-c,21.013251840999146,0.0,0.0,1391-10963,[0.9028793  0.09712071]
12,"{'ltable_id': 0.0, 'ltable_title': 0.0, 'ltable_venue': 0.0, 'ltable_year': 0.0, 'rtable_authors': 0.0, 'rtable_id': 0.0, 'rtable_title': 0.0}",mojito-c,20.72413845900155,0.0,0.0,2113-4298,[0.8328904  0.16710964]
13,"{'ltable_authors': -2.9120894516473656e-10, 'ltable_id': -1.3771147636652738e-09, 'ltable_title': 9.63101708178278e-11, 'ltable_year': -1.7470939885819453e-09, 'rtable_id': -9.514234287211894e-12, 'rtable_title': 2.450685352024793e-10, 'rtable_venue': -2.1897392831179535e-10}",mojito-c,20.578768380000838,0.0,0.0,667-8795,[0.6496234  0.35037658]
