,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/734 -0410,` french ( new ) ',70,"('rtable_phone',)",['702-731-7110'],['702/734 -0410'],1,0,0.13674957,0.8632504,2
67,,` bristol farms market cafe ',rosecrans ave. s. ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,"('ltable_name', 'ltable_addr')","[""` steak house '"", ""' 2880 las vegas blvd. s '""]","[""` bristol farms market cafe '"", ""rosecrans ave. s. '""]",1,0,0.38465255,0.61534745,2
181,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house,' 2880 las vegas blvd. s ',` las vegas ',702-731-7110,` french ( new ) ',70,"('rtable_name', 'rtable_addr')","[""` palace court '"", ""' 3570 las vegas blvd. s. '""]","['` steak house', ""' 2880 las vegas blvd. s '""]",1,0,0.19167417,0.8083258,2
180,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/734 -0410,` french ( new ) ',70,"('rtable_phone',)",['702-731-7110'],['702/734 -0410'],1,0,0.13674958,0.8632504,2
321,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` steak houses ',72,"('rtable_res_type', 'rtable_class')","[""` french ( new ) '"", 70]","[""` steak houses '"", 72]",1,0,0.44874287,0.55125713,2
320,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/734 -0410,` french ( new ) ',72,"('rtable_phone', 'rtable_class')","['702-731-7110', 70]","['702/734 -0410', 72]",1,0,0.033029504,0.96697044,2
319,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/734 -0410,` steak houses ',70,"('rtable_phone', 'rtable_res_type')","['702-731-7110', ""` french ( new ) '""]","['702/734 -0410', ""` steak houses '""]",1,0,0.08696921,0.91303074,2
93,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` steak houses ',72,"('rtable_res_type', 'rtable_class')","[""` french ( new ) '"", 70]","[""` steak houses '"", 72]",1,0,0.44874287,0.55125713,2
318,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las,702/734 -0410,` french ( new ) ',70,"('rtable_city', 'rtable_phone')","[""` las vegas '"", '702-731-7110']","['` las', '702/734 -0410']",1,0,0.04544667,0.9545533,2
231,,` steak house ',' 1570 rosecrans ave. s. ',pasadena,702/734 -0410,` steak houses ',72,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,"('ltable_addr', 'ltable_city')","[""' 2880 las vegas blvd. s '"", ""` las vegas '""]","[""' 1570 rosecrans ave. s. '"", 'pasadena']",1,0,0.41180953,0.5881905,2
