,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,tricool 92mm dbb,8.25,pny 4gb class 4 navy sd card,nan,antec,tricool 120mm,134.45,0
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,tricool 92mm dbb,8.25,pny 4gb class 4 navy sd card,nan,evga,tricool 120mm,134.45,0
2,srs labs analog rca volume leveler,electronics - general,antec,it4ll-wht,1069.0,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,nan,antec,tricool 120mm,11.19,0
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,27557,8.25,pny 4gb class 4 navy sd card,nan,evga,tricool 120mm,134.45,0
4,evga geforce 210 512mb ddr3 pci express graphics card,electronics - general,srs labs,tricool 92mm dbb,8.25,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,nan,antec,tricool 120mm,11.19,0
5,srs labs analog rca volume leveler,electronics - general,antec,it4ll-wht,1069.0,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,nan,antec,tricool 120mm,11.18,0
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,27557,8.25,pny 4gb class 4 navy sd card,digital cameras,evga,tricool 120mm,134.45,0
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,tricool 92mm dbb,90.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,bags cases,da-lite,tricool 120mm,11.19,0
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,networking,antec,tricool 92mm dbb,8.25,da-plex base rear projection screen - 57 3 4 x 77 video format,nan,evga,hx-mta64da / g32,11.19,0
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,antec,tricool 92mm dbb,90.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,bags cases,da-lite,tricool 120mm,55.99,0
