,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,panda internet security 2007 3-user,panda software,,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_price',)",[69.95],[nan],0,0,0.99229455,0.0077054193,2
1,,museums of the world,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_title',)",['panda internet security 2007 3-user'],['museums of the world'],0,0,0.9880917,0.011908265,2
2,,panda internet security 2007 3-user,panda software,19.99,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_price',)",[69.95],[19.99],0,0,0.61004573,0.3899543,2
3,,panda internet security 2007 3-user,panda software,,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_price',)",[69.95],[nan],0,0,0.99229455,0.0077054193,2
4,,panda internet security 2007 3-user,panda software,200.0,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_price',)",[69.95],[200.0],0,0,0.9478363,0.05216373,2
5,,panda internet security 2007 3-user,panda software,69.99,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('ltable_price',)",[69.95],[69.99],0,0,0.54829395,0.45170608,2
6,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('rtable_manufacturer',)",[nan],[nan],0,0,0.9156767,0.08432332,2
7,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,34.38,"('rtable_price',)",[89.99],[34.38],0,0,0.7652387,0.23476133,2
8,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('rtable_manufacturer',)",[nan],[nan],0,0,0.9156767,0.08432332,2
9,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,4269.47,"('rtable_price',)",[89.99],[4269.47],0,0,0.52368605,0.476314,2
10,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('rtable_manufacturer',)",[nan],[nan],0,0,0.9156767,0.08432332,2
11,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,363.63,"('rtable_price',)",[89.99],[363.63],0,0,0.71859723,0.28140283,2
12,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('rtable_manufacturer',)",[nan],[nan],0,0,0.9156767,0.08432332,2
13,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,18.88,"('rtable_price',)",[89.99],[18.88],0,0,0.8174702,0.18252976,2
14,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,89.99,"('rtable_manufacturer',)",[nan],[nan],0,0,0.9156767,0.08432332,2
15,,panda internet security 2007 3-user,panda software,69.95,mcafee internet security suite 2007 3-user ( pc ),,20.97,"('rtable_price',)",[89.99],[20.97],0,0,0.7630344,0.23696561,2
