,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Speak Now - World Tour Live Concert ( Live 2011 ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('ltable_Song_Name',)",['My Armor Is Iron'],['Speak Now - World Tour Live Concert ( Live 2011 )'],0.98894775,0.011052186,2
136,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,My Armor Is Iron,Howard Shore,Documentary 2 [ Explicit ],Soundtracks,$ 1.29,"Blood Money & Entertainment One U.S. , LP",5:16,"December 10 , 2013","('rtable_Album_Name', 'rtable_CopyRight')","['The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Documentary 2 [ Explicit ]', 'Blood Money & Entertainment One U.S. , LP']",0.5543252,0.4456748,2
135,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"October 9 , 2015","('rtable_Song_Name', 'rtable_Released')","['My Armor Is Iron', 'December 10 , 2013']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', 'October 9 , 2015']",0.9667829,0.03321707,2
134,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:45,"December 10 , 2013","('rtable_Song_Name', 'rtable_Time')","['My Armor Is Iron', '5:16']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', '4:45']",0.9768337,0.02316637,2
133,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,"Blood Money & Entertainment One U.S. , LP",5:16,"December 10 , 2013","('rtable_Song_Name', 'rtable_CopyRight')","['My Armor Is Iron', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', 'Blood Money & Entertainment One U.S. , LP']",0.9787279,0.021272117,2
132,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('rtable_Song_Name', 'rtable_Price')","['My Armor Is Iron', '$ 1.29']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', '$ 1.29']",0.9730546,0.026945466,2
131,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Rap & Hip-Hop,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('rtable_Song_Name', 'rtable_Genre')","['My Armor Is Iron', 'Soundtracks']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', 'Rap & Hip-Hop']",0.97178936,0.02821063,2
130,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,Documentary 2 [ Explicit ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('rtable_Song_Name', 'rtable_Album_Name')","['My Armor Is Iron', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', 'Documentary 2 [ Explicit ]']",0.9578194,0.042180642,2
129,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],The Game,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('rtable_Song_Name', 'rtable_Artist_Name')","['My Armor Is Iron', 'Howard Shore']","['On Me ( feat . Kendrick Lamar ) [ Explicit ]', 'The Game']",0.9783935,0.021606449,2
128,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:16,10-Dec-13,On Me ( feat . Kendrick Lamar ) [ Explicit ],Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013","('rtable_Song_Name',)",['My Armor Is Iron'],['On Me ( feat . Kendrick Lamar ) [ Explicit ]'],0.9730546,0.026945453,2
