,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,nan,antec,tricool 120mm,2622.99,0
1,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,nan,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,nan,antec,tricool 120mm,nan,0
2,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,accell,nan,nan,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,nan,antec,tricool 120mm,nan,0
3,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,nan,nan,nan,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,nan,antec,tricool 120mm,nan,0
4,epson t068120-d2 dual black ink cartridge printers epson epson t068120-d2,nan,uniden,nan,nan,antec tricool case fan tricool 120mm 11.19,nan,antec,tricool 120mm,nan,0
5,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,nan,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,nan,antec,tricool 120mm,nan,0
6,epson t068120-d2 dual black ink cartridge printers epson epson t068120-d2,nan,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,nan,antec,tricool 120mm,11.99,0
7,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,nan,nan,343.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,antec,tricool 120mm,nan,0
8,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,nan,nan,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,nan,antec,tricool 120mm,65.0,0
9,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,nan,antec,tricool 120mm,nan,0
