,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft office visio standard 2007 ( pc ),nan,1659.99,1
1,microsoft onenote 2007 upgrade,microsoft licenses,205.73,microsoft office visio standard 2007 ( pc ),apple software,249.95,1
2,microsoft licenses word olp c ( 05903871 ),intuit,205.73,microsoft office visio standard 2007 ( pc ),global-software-publishing,249.95,1
3,microsoft licenses word olp c ( 05903871 ),microsoft licenses,2499.0,microsoft office visio standard 2007 ( pc ),nan,12.9,1
4,microsoft licenses word olp c ( 05903871 ),microsoft licenses,229.95,microsoft office visio standard 2007 ( pc ),punch software,249.95,1
5,microsoft licenses word olp c ( 05903871 ),steinberg,205.73,microsoft office visio standard 2007 ( pc ),nan,413.99,1
6,microsoft licenses word olp c ( 05903871 ),nolo press,205.73,microsoft office visio standard 2007 ( pc ),nan,249.95,1
7,quicken legal business pro 2007,microsoft licenses,205.73,microsoft office visio standard 2007 ( pc ),global-software-publishing,249.95,1
8,microsoft licenses word olp c ( 05903871 ),steinberg,549.0,microsoft office visio standard 2007 ( pc ),nan,249.95,1
9,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft office visio standard 2007 ( pc ),nan,413.99,1
