,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,i transfer dvds 2 ipod edition ( win/mac ),steinberg,999.99,migo software digital file shredder 2005,nan,24.58,1
1,instant immersion ingles audio deluxe,steinberg,29.99,migo software digital file shredder 2005,nan,24.58,1
2,steinberg cubase 4 digital audio software,steinberg,549.0,migo software digital file shredder 2005,nan,998.95,1
3,steinberg cubase 4 digital audio software,panda software,999.99,migo software digital file shredder 2005,nan,39.99,1
4,steinberg cubase 4 digital audio software,steinberg,24.99,microsoft ( r ) money 2007 premium,nan,24.58,1
5,steinberg cubase 4 digital audio software,steinberg,399.0,migo software digital file shredder 2005,nan,45.97,1
6,sims 2 glamour life stuff pack,steinberg,109.95,migo software digital file shredder 2005,nan,24.58,1
7,steinberg cubase 4 digital audio software,steinberg,999.99,migo software digital file shredder 2005,riverdeep-learning-company,24.58,1
8,panda internet security 2007 3-user,steinberg,205.73,migo software digital file shredder 2005,nan,24.58,1
9,final draft av 2.5 win/mac,topics entertainment,999.99,migo software digital file shredder 2005,nan,24.58,1
