,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,kodak esp 3250 all-in-one printer value bundle,printers,,,58.0,hi capacity lenovo battery,all-in-one printers,kodak,1252972,149.29,"('rtable_title',)",['kodak esp 7 all-in-one printer'],['hi capacity lenovo battery'],0.33280453,0.6671955,2
51,kodak esp 3250 all-in-one printer value bundle,printers,,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_price',)",[58.0],[149.29],0.20087333,0.7991266,2
50,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_modelno',)",[nan],['1252972'],0.23356695,0.76643306,2
49,kodak esp 3250 all-in-one printer value bundle,printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand',)",[nan],['kodak'],0.14313743,0.85686255,2
48,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category',)",['printers'],['all-in-one printers'],0.11475133,0.8852486,2
99,kodak esp 3250 all-in-one printer value bundle,printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand',)",[nan],['kodak'],0.14313748,0.85686255,2
100,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_modelno',)",[nan],['1252972'],0.23356664,0.7664333,2
52,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_brand')","['printers', nan]","['all-in-one printers', 'kodak']",0.06768232,0.9323176,2
101,kodak esp 3250 all-in-one printer value bundle,printers,,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_price',)",[58.0],[149.29],0.20087332,0.7991267,2
103,kodak esp 7 all-in-one printer,printers,,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_title', 'ltable_price')","['kodak esp 3250 all-in-one printer value bundle', 58.0]","['kodak esp 7 all-in-one printer', 149.29]",0.28651202,0.713488,2
104,kodak esp 3250 all-in-one printer value bundle,printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_brand')","['printers', nan]","['printers', 'kodak']",0.14313748,0.85686255,2
105,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_modelno')","['printers', nan]","['printers', '1252972']",0.23356695,0.76643306,2
80,kodak esp 3250 all-in-one printer value bundle,printers,kodak,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand', 'ltable_price')","[nan, 58.0]","['kodak', 149.29]",0.09618673,0.90381324,2
107,kodak esp 3250 all-in-one printer value bundle,printers,kodak,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand', 'ltable_modelno')","[nan, nan]","['kodak', '1252972']",0.14262691,0.857373,2
108,kodak esp 3250 all-in-one printer value bundle,printers,kodak,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand', 'ltable_price')","[nan, 58.0]","['kodak', 149.29]",0.09618673,0.90381324,2
102,kodak esp 7 all-in-one printer,printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_title', 'ltable_brand')","['kodak esp 3250 all-in-one printer value bundle', nan]","['kodak esp 7 all-in-one printer', 'kodak']",0.39334145,0.6066585,2
109,kodak esp 3250 all-in-one printer value bundle,printers,,1252972,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_modelno', 'ltable_price')","[nan, 58.0]","['1252972', 149.29]",0.17703062,0.82296944,2
53,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_modelno')","['printers', nan]","['all-in-one printers', '1252972']",0.107707344,0.8922926,2
55,kodak esp 3250 all-in-one printer value bundle,printers,kodak,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand', 'ltable_modelno')","[nan, nan]","['kodak', '1252972']",0.14262691,0.857373,2
79,kodak esp 3250 all-in-one printer value bundle,printers,kodak,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_brand', 'ltable_modelno')","[nan, nan]","['kodak', '1252972']",0.14262691,0.857373,2
78,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_price')","['printers', 58.0]","['all-in-one printers', 149.29]",0.13525689,0.86474305,2
77,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,,1252972,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_modelno')","['printers', nan]","['all-in-one printers', '1252972']",0.107707344,0.8922926,2
76,kodak esp 3250 all-in-one printer value bundle,all-in-one printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_category', 'ltable_brand')","['printers', nan]","['all-in-one printers', 'kodak']",0.06768232,0.9323176,2
75,kodak esp 7 all-in-one,printers,,,149.29,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_title', 'ltable_price')","['kodak esp 3250 all-in-one printer value bundle', 58.0]","['kodak esp 7 all-in-one', 149.29]",0.24180515,0.75819486,2
74,kodak esp 7 all-in-one,printers,kodak,,58.0,kodak esp 7 all-in-one printer,all-in-one printers,kodak,1252972,149.29,"('ltable_title', 'ltable_brand')","['kodak esp 3250 all-in-one printer value bundle', nan]","['kodak esp 7 all-in-one', 'kodak']",0.40758237,0.5924176,2
