,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,ep memory,nan,nan,nan,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,laser printer toner,nan,102.24,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,1
1,ep memory,hard drives,nan,7443.99,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
2,ep memory,nan,nan,nan,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
3,ep memory,memory,nan,nan,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,evga,cordless telephones,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
4,nan,nan,nan,nan,san francisco 49ers camera case 19.99,nan,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
5,ep memory,nan,nan,nan,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,antec,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
6,ep memory,nan,nan,17.13,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,verbatim,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
7,atrend,nan,nan,239.88,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,usb flash drives,nan,nan,san francisco 49ers ipod touch 4g hard case tribeca,1
8,ep memory,hard drives,nan,7443.99,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,oki,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
9,ep memory,nan,nan,39.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,1
