,ltable_authors,ltable_title,ltable_venue,ltable_year,rtable_authors,rtable_title,rtable_venue,rtable_year,outcome
0,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,2000.0,1
1,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,1997.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,1997.0,1
2,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,acm sigmod record,2000.0,1
3,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,vldb,1997.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,1997.0,1
4,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,international conference on management of data,2000.0,1
5,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,acm trans . database syst .,1997.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,1997.0,1
6,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,acm transactions on database systems ( tods ),2000.0,1
7,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,sigmod conference,1997.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,acm transactions on database systems ( tods ),1997.0,1
8,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,vldb,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,2000.0,1
9,"binto george , jayant r. haritsa",secure transaction processing in firm real-time database systems,vldb j.,2000.0,"binto george , jayant r. haritsa",secure buffering in firm real-time database systems,the vldb journal -- the international journal on very large data bases,2000.0,1
