,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","mike p. papazoglou , bernd j. krämer",nan,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,nan,0
1,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,nan,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,joseph fong,nan,nan,0
2,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,vldb j.,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,nan,0
3,coss : the common object services specifications sigmod conference 1994,nan,nan,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,won kim,nan,nan,0
4,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,vldb j.,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,"surajit chaudhuri , gautam das , vivek narasayya",nan,nan,0
5,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,nan,1998.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,2001.0,0
6,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,vldb j.,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,2000.0,0
7,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",joseph fong,nan,1998.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,2001.0,0
8,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,vldb j.,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,the vldb journal -- the international journal on very large data bases,2000.0,0
9,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",nan,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,won kim,nan,nan,0
