,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 260 e. paces ferry road ',atlanta,83.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,83.0,` hedgerose heights inn the ',404-233-7673,continental,1
1,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` pink \ 's famous chili dogs ',404-233-7673,continental,1
2,' 260 e. paces ferry road ',atlanta,82.0,` beesley \ 's of buckhead ',404/264 -1334,seafood,' 490 e. paces ferry rd. ne ',atlanta,82.0,` hedgerose heights inn the ',404-233-7673,continental,1
3,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',310/451 -1655,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` hedgerose heights inn the ',404-233-7673,continental,1
4,' 260 e. paces ferry road ',atlanta,384.0,bistro,404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` hedgerose heights inn the ',404-233-7673,continental,1
5,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` hedgerose heights inn the ',404-233-7673,continental,1
6,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,abruzzi,404-233-7673,continental,1
7,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` hedgerose heights inn the ',404-233-7673,southwestern,1
8,' 260 e. paces ferry road ',` new york ',384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` hedgerose heights inn the ',404-233-7673,continental,1
9,' 260 e. paces ferry road ',atlanta,384.0,` beesley \ 's of buckhead ',404/264 -1334,continental,' 490 e. paces ferry rd. ne ',atlanta,84.0,` indigo coastal grill ',404-233-7673,continental,1
