,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,steinberg cubase 4 digital audio software,steinberg,999.99,ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['migo software digital file shredder 2005', 24.58]","['ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.22443345,0.7755665,2
17,,migo software digital file shredder,,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer')","['steinberg cubase 4 digital audio software', 'steinberg']","['migo software digital file shredder', nan]",1,0,0.16311187,0.8368881,2
2,,creating keepsakes scrapbook designer version 2 platinum,steinberg,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title',)",['steinberg cubase 4 digital audio software'],['creating keepsakes scrapbook designer version 2 platinum'],1,0,0.1656713,0.8343287,2
3,,creating keepsakes scrapbook designer version 2 platinum,riverdeep-learning-company,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer')","['steinberg cubase 4 digital audio software', 'steinberg']","['creating keepsakes scrapbook designer version 2 platinum', 'riverdeep-learning-company']",1,0,0.017309178,0.9826909,2
4,,creating keepsakes scrapbook designer version 2 platinum,steinberg,39.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_price')","['steinberg cubase 4 digital audio software', 999.99]","['creating keepsakes scrapbook designer version 2 platinum', 39.99]",1,0,0.037301958,0.96269804,2
16,,migo software digital file shredder,steinberg,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title',)",['steinberg cubase 4 digital audio software'],['migo software digital file shredder'],1,0,0.08297658,0.91702336,2
6,,software digital file shredder 2005,steinberg,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title',)",['steinberg cubase 4 digital audio software'],['software digital file shredder 2005'],1,0,0.08832178,0.9116782,2
7,,software digital file shredder 2005,,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer')","['steinberg cubase 4 digital audio software', 'steinberg']","['software digital file shredder 2005', nan]",1,0,0.08754481,0.91245514,2
8,,software digital file shredder 2005,steinberg,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_price')","['steinberg cubase 4 digital audio software', 999.99]","['software digital file shredder 2005', 24.58]",1,0,0.043477148,0.9565229,2
18,,migo software digital file shredder,steinberg,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_price')","['steinberg cubase 4 digital audio software', 999.99]","['migo software digital file shredder', 24.58]",1,0,0.029749814,0.9702501,2
10,,digital file shredder 2005,steinberg,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title',)",['steinberg cubase 4 digital audio software'],['digital file shredder 2005'],1,0,0.19491158,0.8050884,2
11,,digital file shredder 2005,,999.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer')","['steinberg cubase 4 digital audio software', 'steinberg']","['digital file shredder 2005', nan]",1,0,0.08734799,0.912652,2
12,,digital file shredder 2005,steinberg,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_price')","['steinberg cubase 4 digital audio software', 999.99]","['digital file shredder 2005', 24.58]",1,0,0.03935186,0.9606481,2
14,,migo software digital file,steinberg,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_price')","['steinberg cubase 4 digital audio software', 999.99]","['migo software digital file', 24.58]",1,0,0.04099983,0.9590001,2
15,,migo software digital file,,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg cubase 4 digital audio software', 'steinberg', 999.99]","['migo software digital file', nan, 24.58]",1,0,0.13453636,0.8654636,3
9,,software digital file shredder 2005,,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg cubase 4 digital audio software', 'steinberg', 999.99]","['software digital file shredder 2005', nan, 24.58]",1,0,0.049670305,0.9503297,3
5,,creating keepsakes scrapbook designer version 2 platinum,riverdeep-learning-company,39.99,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg cubase 4 digital audio software', 'steinberg', 999.99]","['creating keepsakes scrapbook designer version 2 platinum', 'riverdeep-learning-company', 39.99]",1,0,0.013730588,0.9862694,3
1,,steinberg cubase 4 digital audio software,steinberg,999.99,ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['migo software digital file shredder 2005', nan, 24.58]","['ser ios ent cd374-esk9 = )', 'cisco systems enterprise', 2814.33]",1,0,0.2835537,0.7164463,3
13,,digital file shredder 2005,,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg cubase 4 digital audio software', 'steinberg', 999.99]","['digital file shredder 2005', nan, 24.58]",1,0,0.052714285,0.9472857,3
19,,migo software digital file shredder,,24.58,migo software digital file shredder 2005,,24.58,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg cubase 4 digital audio software', 'steinberg', 999.99]","['migo software digital file shredder', nan, 24.58]",1,0,0.03814669,0.96185327,3
