,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Schoune Alsacienne Pale Ale,Ferme Brasserie Schoune,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Schoune Alsacienne Pale Ale', 'Ferme Brasserie Schoune']",0.24737896,0.75262105,2
20,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Bagby Hop Crop Red Ale', 'Bagby Beer Company']",0.17170553,0.8282945,2
4,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Forstner Das Rote,Handbrauerei Forstner,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Forstner Das Rote', 'Handbrauerei Forstner']",0.3021471,0.6978529,2
18,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Skookum Amber_s Hot Friend,Skookum Brewery,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Skookum Amber_s Hot Friend', 'Skookum Brewery']",0.18028131,0.81971866,2
14,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Aeronaut Red Baron,Aeronaut &#40; Laine &#41;,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Aeronaut Red Baron', 'Aeronaut &#40; Laine &#41;']",0.13248093,0.86751914,2
10,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Goldspot Pantalones Rojo Red IPA,Goldspot Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Goldspot Pantalones Rojo Red IPA', 'Goldspot Brewing Company']",0.17634977,0.8236503,2
21,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', 'Amber Ale']","['Bagby Hop Crop Red Ale', 'Bagby Beer Company', 'Amber Ale']",0.17170553,0.8282945,3
19,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Skookum Amber_s Hot Friend,Skookum Brewery,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', 'Amber Ale']","['Skookum Amber_s Hot Friend', 'Skookum Brewery', 'Amber Ale']",0.18028131,0.81971866,3
16,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Aeronaut Red Baron,Aeronaut &#40; Laine &#41;,Amber Ale,5.10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', '4.90 %']","['Aeronaut Red Baron', 'Aeronaut &#40; Laine &#41;', '5.10 %']",0.20270313,0.79729694,3
15,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Aeronaut Red Baron,Aeronaut &#40; Laine &#41;,American Pale Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', 'Amber Ale']","['Aeronaut Red Baron', 'Aeronaut &#40; Laine &#41;', 'American Pale Ale']",0.06616288,0.93383706,3
12,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Goldspot Pantalones Rojo Red IPA,Goldspot Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', '4.90 %']","['Goldspot Pantalones Rojo Red IPA', 'Goldspot Brewing Company', '5.50 %']",0.07888351,0.92111653,3
11,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Goldspot Pantalones Rojo Red IPA,Goldspot Brewing Company,India Pale Ale &#40; IPA &#41;,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company', 'Amber Ale']","['Goldspot Pantalones Rojo Red IPA', 'Goldspot Brewing Company', 'India Pale Ale &#40; IPA &#41;']",0.41917312,0.5808269,3
