,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Bainbridge Island Arrow Point Amber,Hopworks Urban Brewery,Premium Bitter/ESB,9.50 %,0
1,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Kern River Dirty Hippie Imperial Red Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,0
2,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Sick N Twisted Pleasure Victim Amber Ale,18th Street Brewery,Barley Wine,9.50 %,0
3,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Sick N Twisted Pleasure Victim Amber Ale,Hopworks Urban Brewery,Barley Wine,10.30 %,0
4,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Good People Stepchild Belgian India Red Ale,Hopworks Urban Brewery,Spice/Herb/Vegetable,9.50 %,0
5,Bushfire American Red,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Big Time Lift Ticket American Red Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,0
6,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Sick N Twisted Pleasure Victim Amber Ale,Hopworks Urban Brewery,Premium Bitter/ESB,9.50 %,0
7,Elevator Barrel Aged Barley Wine ( Bar Bar ),Tarraco Beer,American Barleywine,11.00 %,Kern River Dirty Hippie Imperial Red Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,0
8,Rocky Point Red Ale,Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Sick N Twisted Pleasure Victim Amber Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,0
9,Elevator Barrel Aged Barley Wine ( Bar Bar ),Elevator Brewery & Draught Haus,American Barleywine,11.00 %,Sick N Twisted Pleasure Victim Amber Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,0
