,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
72,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Dirty Water Love Snuck Up 6:53,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name',)","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009']",['Dirty Water Love Snuck Up 6:53'],0.4305144,0.5694856,2
73,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Dirty Water Love Snuck Up 6:53,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Album_Name')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', nan]","['Dirty Water Love Snuck Up 6:53', nan]",0.4305144,0.5694856,2
14,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Released')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', nan]","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', nan]",0.28437677,0.71562326,2
13,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,"('rtable_Song_Name', 'rtable_Time')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', '4:42']","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', nan]",0.24034265,0.7596574,2
12,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,,$ 0.99,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Price')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', '$ 1.29']","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', '$ 0.99']",0.29502425,0.7049757,2
10,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Album_Name')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', nan]","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', nan]",0.28437677,0.71562326,2
9,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Artist_Name')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', 'David Guetta']","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', nan]",0.4311185,0.5688816,2
8,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name',)","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009']",['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03'],0.28437677,0.71562326,2
11,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03,David Guetta,,Pop,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Genre')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', nan]","['Let It Be ( feat.Veela ) Ed Sheeran The After Party : Late Night Beats Sam Hunt & David Kilgour / Bandit King Records 6:03', 'Pop']",0.31250557,0.6874944,2
76,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Dirty Water Love Snuck Up 6:53,David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,"('rtable_Song_Name', 'rtable_Released')","['One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009', nan]","['Dirty Water Love Snuck Up 6:53', nan]",0.4305144,0.5694856,2
