,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Auld Bitch Barleywine,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name',)",['Twisted Stick Amber Ale'],['Auld Bitch Barleywine'],0.9996965,0.0003035893,2
95,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_ABV',)",['5.50 %'],['5.50 %'],0.94085526,0.059144787,2
96,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Baja Peliroja,Baja Brewing Co. .,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sick N Twisted Pleasure Victim Amber Ale', 'Sick N Twisted Brewing Company']","['Baja Peliroja', 'Baja Brewing Co. .']",0.9985697,0.0014302955,2
97,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Baja Peliroja,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Sick N Twisted Pleasure Victim Amber Ale', 'Amber Ale']","['Baja Peliroja', 'Amber Ale']",0.9059134,0.09408651,2
55,Twisted Stick Amber Ale,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,6.50 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Portneuf Valley Brewing', '-']","['Letra - Cerveja Artesanal Minhota', '6.50 %']",0.9744057,0.025594322,2
54,Twisted Stick Amber Ale,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Portneuf Valley Brewing', 'American Amber / Red Ale']","['Letra - Cerveja Artesanal Minhota', 'American Amber / Red Ale']",0.96756,0.032439966,2
53,D,Portneuf Valley Brewing,American Amber / Red Ale,6.50 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Twisted Stick Amber Ale', '-']","['D', '6.50 %']",0.99999976,2.1532477e-07,2
52,D,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Twisted Stick Amber Ale', 'American Amber / Red Ale']","['D', 'American Amber / Red Ale']",1.0,4.2526622e-09,2
51,D,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['D', 'Letra - Cerveja Artesanal Minhota']",0.9999969,3.0941385e-06,2
50,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.94085515,0.059144866,2
49,Twisted Stick Amber Ale,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Brew_Factory_Name',)",['Portneuf Valley Brewing'],['Letra - Cerveja Artesanal Minhota'],0.96756,0.032439966,2
48,D,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name',)",['Twisted Stick Amber Ale'],['D'],1.0,4.2526622e-09,2
98,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Baja Peliroja,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sick N Twisted Pleasure Victim Amber Ale', '5.50 %']","['Baja Peliroja', '5.50 %']",0.90591323,0.094086766,2
99,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '5.50 %']","['Amber Ale', '5.50 %']",0.94085526,0.059144787,2
42,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,5.50 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '-']","['American Amber / Red Ale', '5.50 %']",0.5917172,0.40828285,2
82,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sesma La Petra Tostada,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",['Sick N Twisted Pleasure Victim Amber Ale'],['Sesma La Petra Tostada'],0.8623203,0.13767971,2
94,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Style',)",['Amber Ale'],['Amber Ale'],0.94085526,0.059144787,2
93,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Baja Peliroja,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",['Sick N Twisted Pleasure Victim Amber Ale'],['Baja Peliroja'],0.9059134,0.09408651,2
61,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,James River Rock Island Red,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",['Sick N Twisted Pleasure Victim Amber Ale'],['James River Rock Island Red'],0.9053778,0.09462217,2
62,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Wheat Ale,5.50 %,"('rtable_Style',)",['Amber Ale'],['Wheat Ale'],0.9225983,0.07740168,2
84,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5 %,"('rtable_ABV',)",['5.50 %'],['5 %'],0.9755647,0.02443525,2
85,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sesma La Petra Tostada,Sesma Brewing,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sick N Twisted Pleasure Victim Amber Ale', 'Sick N Twisted Brewing Company']","['Sesma La Petra Tostada', 'Sesma Brewing']",0.7983432,0.20165682,2
86,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sesma La Petra Tostada,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Sick N Twisted Pleasure Victim Amber Ale', 'Amber Ale']","['Sesma La Petra Tostada', 'Amber Ale']",0.8623203,0.13767971,2
87,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sesma La Petra Tostada,Sick N Twisted Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sick N Twisted Pleasure Victim Amber Ale', '5.50 %']","['Sesma La Petra Tostada', '5 %']",0.9369005,0.06309951,2
77,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Belgian Strong Ale,8 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '5.50 %']","['Belgian Strong Ale', '8 %']",0.9849525,0.015047484,2
76,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Bressene,Sick N Twisted Brewing Company,Belgian Strong Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Sick N Twisted Pleasure Victim Amber Ale', 'Amber Ale']","['Bressene', 'Belgian Strong Ale']",0.94851846,0.05148154,2
75,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Bressene,Brasserie Grain d_Orge,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sick N Twisted Pleasure Victim Amber Ale', 'Sick N Twisted Brewing Company']","['Bressene', 'Brasserie Grain d_Orge']",0.9920564,0.007943565,2
40,Twisted Stick Amber Ale,Cape Cod Beer,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Portneuf Valley Brewing', 'American Amber / Red Ale']","['Cape Cod Beer', 'American Amber / Red Ale']",0.9252897,0.07471025,2
74,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,8 %,"('rtable_ABV',)",['5.50 %'],['8 %'],0.97670764,0.023292325,2
72,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Bressene,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name',)",['Sick N Twisted Pleasure Victim Amber Ale'],['Bressene'],0.6667513,0.33324867,2
88,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '5.50 %']","['Amber Ale', '5 %']",0.9755647,0.02443525,2
67,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Wheat Ale,4.90 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '5.50 %']","['Wheat Ale', '4.90 %']",0.91292584,0.08707419,2
66,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,James River Rock Island Red,Sick N Twisted Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sick N Twisted Pleasure Victim Amber Ale', '5.50 %']","['James River Rock Island Red', '4.90 %']",0.88718045,0.11281949,2
65,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,James River Rock Island Red,Sick N Twisted Brewing Company,Wheat Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Sick N Twisted Pleasure Victim Amber Ale', 'Amber Ale']","['James River Rock Island Red', 'Wheat Ale']",0.89923835,0.1007616,2
