,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,adobe flash pro cs3 upgrade [ mac ],apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,sibelius-software-ltd .,79.99,1
1,learning quickbooks 2007,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,499.0,1
2,apple final cut studio 2 ( mac ),intuit,499.95,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,1
3,microsoft licenses word olp c ( 05903871 ),apple,29.95,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,1
4,apple final cut studio 2 ( mac ),apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,sibelius-software-ltd .,9.59,1
5,adobe acrobat 7.0 professional,apple,1299.0,microsoft office visio standard 2007 ( pc ),apple software,79.99,1
6,apple final cut studio 2 ( mac ),punch ! software,1299.0,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),apple software,79.99,1
7,apple final cut studio 2 ( mac ),me-too-software,59.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,1
8,learning quickbooks 2007,phantom efx,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,1
9,instant immersion ingles audio deluxe,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,nan,79.99,1
