,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
53,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.095009625,0.9049903,2
31,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880,` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""' 2880"", '702/734 -0410']",1,0,0.27530065,0.7246993,2
72,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.095009625,0.9049903,2
10,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.09500961,0.90499043,2
93,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.09500961,0.90499043,2
54,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,chinese,666,"('rtable_name', 'rtable_addr', 'rtable_phone')","['moongate', ""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""` steak house '"", ""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.0049901125,0.9950099,3
32,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 2880,` las vegas ',702/734 -0410,chinese,666,"('rtable_name', 'rtable_addr', 'rtable_phone')","['moongate', ""' 3400 las vegas blvd. s. '"", '702-791-7352']","[""` steak house '"", ""' 2880"", '702/734 -0410']",1,0,0.33702633,0.66297364,3
33,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 3400 las vegas blvd. s. ',` las vegas ',702/734 -0410,chinese,666,"('rtable_name', 'rtable_city', 'rtable_phone')","['moongate', ""` las vegas '"", '702-791-7352']","[""` steak house '"", ""` las vegas '"", '702/734 -0410']",1,0,0.47194263,0.52805734,3
34,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 2880,` las vegas ',702/734 -0410,chinese,666,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3400 las vegas blvd. s. '"", ""` las vegas '"", '702-791-7352']","[""' 2880"", ""` las vegas '"", '702/734 -0410']",1,0,0.3011722,0.69882786,3
36,,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702/734 -0410,chinese,72,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` las vegas '"", '702-791-7352', 666]","[""` las vegas '"", '702/734 -0410', 72]",1,0,0.42135337,0.57864666,3
