,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000",,,,"('rtable_authors',)","['krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak']",[nan],0.00649638,0.99350363,2
69,"the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen 2000",,,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,"('ltable_title', 'ltable_authors')","['social , educational , and governmental change enabled through information technology vldb', 'michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham']","['the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen 2000', nan]",0.16151072,0.8384893,2
68,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,"('ltable_year',)",[2000.0],[nan],0.0003663726,0.99963367,2
67,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",vldb,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,"('ltable_venue',)",[nan],['vldb'],0.0007853602,0.99921465,2
66,"social , educational , and governmental change enabled through information technology vldb",,,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,"('ltable_authors',)","['michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham']",[nan],0.010020862,0.98997915,2
65,"the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen 2000","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,"('ltable_title',)","['social , educational , and governmental change enabled through information technology vldb']","['the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies curtis e. dyreson , torben bach pedersen , christian s. jensen 2000']",0.19382434,0.8061757,2
63,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,1997.0,"('rtable_venue', 'rtable_year')","[nan, nan]","[nan, 1997.0]",0.00048439295,0.99951565,2
62,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000",,,1997.0,"('rtable_authors', 'rtable_year')","['krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak', nan]","[nan, 1997.0]",0.007959148,0.9920408,2
61,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000",,,,"('rtable_authors', 'rtable_venue')","['krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak', nan]","[nan, nan]",0.00649638,0.99350363,2
60,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,1997.0,"('rtable_year',)",[nan],[1997.0],0.00048439295,0.99951565,2
