,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Peliroja,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name',)","[""Inception Series - Runnin ' With The Devil""]",['Peliroja'],0.3437870144844055,0.6562129855155945,2
523,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,192 Amber Rye,18th Street Brewery,Imperial IPA,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['192 Amber Rye', '6 %']",0.3491811752319336,0.6508188247680664,2
268,Hoppopotamus,Nebraska Brewing Company,American Barleywine,7.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", '11.90 %']","['Hoppopotamus', '7.90 %']",0.3465811610221863,0.6534188389778137,2
267,Hoppopotamus,Nebraska Brewing Company,American Amber / Red Ale,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine']","['Hoppopotamus', 'American Amber / Red Ale']",0.34359192848205566,0.6564080715179443,2
266,Hoppopotamus,Iron Hill Brewery & Restaurant,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company']","['Hoppopotamus', 'Iron Hill Brewery & Restaurant']",0.35535097122192383,0.6446490287780762,2
265,Hoppopotamus,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name',)","[""Inception Series - Runnin ' With The Devil""]",['Hoppopotamus'],0.3477049469947815,0.6522950530052185,2
528,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Anchorage Time Waits For No One,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Anchorage Time Waits For No One'],0.4966992735862732,0.5033007264137268,2
529,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Anchorage Time Waits For No One,Anchorage Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Anchorage Time Waits For No One', 'Anchorage Brewing Company']",0.4972342252731323,0.5027657747268677,2
530,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Anchorage Time Waits For No One,18th Street Brewery,Imperial IPA,14.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['Anchorage Time Waits For No One', '14.60 %']",0.4057285189628601,0.5942714810371399,2
260,GWARblood,Nebraska Brewing Company,American Barleywine,5.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", '11.90 %']","['GWARblood', '5.50 %']",0.26592862606048584,0.7340713739395142,2
259,GWARblood,Nebraska Brewing Company,American Amber / Red Ale,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine']","['GWARblood', 'American Amber / Red Ale']",0.35775840282440186,0.6422415971755981,2
258,GWARblood,Strangeways Brewing,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company']","['GWARblood', 'Strangeways Brewing']",0.3520646095275879,0.6479353904724121,2
257,GWARblood,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name',)","[""Inception Series - Runnin ' With The Devil""]",['GWARblood'],0.3648163080215454,0.6351836919784546,2
534,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,5 Paddles Charred Remains,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['5 Paddles Charred Remains'],0.3822031021118164,0.6177968978881836,2
535,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,5 Paddles Charred Remains,5 Paddles Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['5 Paddles Charred Remains', '5 Paddles Brewing Company']",0.39726585149765015,0.6027341485023499,2
253,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Arizona Wilderness Rincon Red,18th Street Brewery,Imperial IPA,4.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['Arizona Wilderness Rincon Red', '4.70 %']",0.3914775252342224,0.6085224747657776,2
536,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,5 Paddles Charred Remains,18th Street Brewery,Old Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', 'Imperial IPA']","['5 Paddles Charred Remains', 'Old Ale']",0.38345760107040405,0.616542398929596,2
537,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,5 Paddles Charred Remains,18th Street Brewery,Imperial IPA,8 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['5 Paddles Charred Remains', '8 %']",0.37169551849365234,0.6283044815063477,2
248,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,COAST Same Old,18th Street Brewery,Imperial IPA,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['COAST Same Old', '5.50 %']",0.4142324924468994,0.5857675075531006,2
247,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,COAST Same Old,18th Street Brewery,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', 'Imperial IPA']","['COAST Same Old', 'Amber Ale']",0.4518280625343323,0.5481719374656677,2
