,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,212/682 -8660,continental,384.0,` pink \ 's famous chili dogs ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82.0,1
1,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,702/871 -8826,continental,384.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,706.0,1
2,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384.0,` jan \ 's family restaurant ',' 2709 main st. ',atlanta,404-233-7673,continental,82.0,1
3,bistro,' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384.0,` indigo coastal grill ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82.0,1
4,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,437.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82.0,1
5,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',` los angeles ',310-652-4025,continental,82.0,0
6,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384.0,` san domenico ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82.0,1
7,` beesley \ 's of buckhead ',' 3570 las vegas blvd. s ',atlanta,818/585 -0855,continental,384.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82.0,1
8,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',` santa monica ',404-233-7673,continental,82.0,0
9,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,128.0,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,666.0,1
