,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,felidia,' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name',)","[""` beesley \\ 's of buckhead '""]",['felidia'],0.99920446,0.00079561357,2
196,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,american,38,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_res_type', 'ltable_class')","['continental', 384]","['american', 38]",0.8647745,0.13522545,2
195,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,212/223 -5656,continental,38,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_phone', 'ltable_class')","['404/264 -1334', 384]","['212/223 -5656', 38]",0.6350583,0.36494172,2
193,` beesley \ 's of buckhead ',' 160 e. 64th st. ',atlanta,404/264 -1334,continental,38,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_addr', 'ltable_class')","[""' 260 e. paces ferry road '"", 384]","[""' 160 e. 64th st. '"", 38]",0.95067143,0.049328543,2
192,` jo jo ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,38,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name', 'ltable_class')","[""` beesley \\ 's of buckhead '"", 384]","[""` jo jo '"", 38]",0.9990558,0.00094414887,2
191,` jo jo ',' 260 e. paces ferry road ',atlanta,404/264 -1334,american,384,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name', 'ltable_res_type')","[""` beesley \\ 's of buckhead '"", 'continental']","[""` jo jo '"", 'american']",0.8689676,0.13103248,2
190,` jo jo ',' 260 e. paces ferry road ',atlanta,212/223 -5656,continental,384,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name', 'ltable_phone')","[""` beesley \\ 's of buckhead '"", '404/264 -1334']","[""` jo jo '"", '212/223 -5656']",0.9194574,0.08054259,2
189,` jo jo ',' 260 e. paces ferry road ',` new york ',404/264 -1334,continental,384,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name', 'ltable_city')","[""` beesley \\ 's of buckhead '"", 'atlanta']","[""` jo jo '"", ""` new york '""]",0.7483618,0.25163808,2
188,` jo jo ',' 160 e. 64th st. ',atlanta,404/264 -1334,continental,384,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_name', 'ltable_addr')","[""` beesley \\ 's of buckhead '"", ""' 260 e. paces ferry road '""]","[""` jo jo '"", ""' 160 e. 64th st. '""]",0.9904357,0.0095642945,2
187,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,38,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82,"('ltable_class',)",[384],[38],0.6350583,0.36494172,2
