,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 4th st. ',` los angeles ',90.0,` border grill ',310/451 -1655,` health food ',' 37-03 74th st. ',queens,616.0,` jackson diner ',718-672-1232,indian,0
1,' 4th st. ',` los angeles ',433.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,5.0,` jackson diner ',718-672-1232,indian,0
2,' 4th st. ',` los angeles ',116.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,5.0,` jackson diner ',718-672-1232,indian,0
3,' 4th st. ',` los angeles ',448.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,616.0,` heera of india ',718-672-1232,indian,0
4,' 4th st. ',` los angeles ',116.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,60.0,` jackson diner ',718-672-1232,italian,0
5,' 4th st. ',` los angeles ',116.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,662.0,` jackson diner ',718-672-1232,seafood,0
6,' 4th st. ',` los angeles ',406.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,616.0,` jackson diner ',702-385-6277,indian,0
7,' 4th st. ',` los angeles ',42.0,` border grill ',310/451 -1655,` health food ',' 37-03 74th st. ',queens,616.0,` jackson diner ',718-672-1232,indian,0
8,' 4th st. ',` los angeles ',116.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,6.0,` jackson diner ',718-672-1232,indian,0
9,' 4th st. ',` los angeles ',116.0,` border grill ',310/451 -1655,mexican,' 37-03 74th st. ',queens,67.0,` jackson diner ',212-765-1737,indian,0
