,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
308,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',queens,718-672-1232,indian,116,"('rtable_class',)",[616],[116],0.3936704397201538,0.6063295602798462,2
241,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 4th st. ',queens,718-672-1232,indian,116,"('rtable_addr', 'rtable_class')","[""' 37-03 74th st. '"", 616]","[""' 4th st. '"", 116]",0.3661784529685974,0.6338215470314026,2
242,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',` los angeles ',718-672-1232,indian,116,"('rtable_city', 'rtable_class')","['queens', 616]","[""` los angeles '"", 116]",0.34818321466445923,0.6518167853355408,2
243,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',queens,310/451 -1655,indian,116,"('rtable_phone', 'rtable_class')","['718-672-1232', 616]","['310/451 -1655', 116]",0.35651981830596924,0.6434801816940308,2
244,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',queens,718-672-1232,mexican,116,"('rtable_res_type', 'rtable_class')","['indian', 616]","['mexican', 116]",0.3900988698005676,0.6099011301994324,2
273,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',queens,718-672-1232,indian,116,"('rtable_class',)",[616],[116],0.38919001817703247,0.6108099818229675,2
274,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` border grill ',' 37-03 74th st. ',queens,718-672-1232,indian,116,"('rtable_name', 'rtable_class')","[""` jackson diner '"", 616]","[""` border grill '"", 116]",0.3465237617492676,0.6534762382507324,2
275,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',4th st. ',queens,718-672-1232,indian,116,"('rtable_addr', 'rtable_class')","[""' 37-03 74th st. '"", 616]","[""4th st. '"", 116]",0.3669512867927551,0.6330487132072449,2
276,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',` los angeles ',718-672-1232,indian,116,"('rtable_city', 'rtable_class')","['queens', 616]","[""` los angeles '"", 116]",0.34818321466445923,0.6518167853355408,2
277,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` jackson diner ',' 37-03 74th st. ',queens,310/451 -1655,indian,116,"('rtable_phone', 'rtable_class')","['718-672-1232', 616]","['310/451 -1655', 116]",0.35651981830596924,0.6434801816940308,2
