,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,webcams,da-lite,,,"('rtable_category',)",['projection screens'],['webcams'],0.104140386,0.8958596,2
104,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,magnavox dv220mw9 dvd player vcr combo dvd-vcr combos dv220mw9,,da-lite,,,"('rtable_title', 'rtable_category')","['da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format', 'projection screens']","['magnavox dv220mw9 dvd player vcr combo dvd-vcr combos dv220mw9', nan]",0.38366875,0.6163313,2
103,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,78.95,"('rtable_price',)",[nan],[78.95],0.288962,0.71103793,2
102,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_modelno',)",[nan],[nan],0.34368432,0.6563157,2
101,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,,"('rtable_category',)",['projection screens'],[nan],0.1492156,0.85078436,2
95,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_modelno', 'rtable_price')","[nan, nan]","[nan, nan]",0.34368432,0.6563157,2
94,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,sony,,,"('rtable_brand', 'rtable_price')","['da-lite', nan]","['sony', nan]",0.30365902,0.696341,2
93,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,sony,,,"('rtable_brand', 'rtable_modelno')","['da-lite', nan]","['sony', nan]",0.30365902,0.696341,2
92,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, nan]",0.1492156,0.85078436,2
91,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","[nan, nan]",0.1492156,0.85078436,2
90,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,sony,,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, 'sony']",0.117321275,0.88267875,2
89,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_price',)",[nan],[nan],0.3436842,0.6563158,2
87,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,sony,,,"('rtable_brand',)",['da-lite'],['sony'],0.30365902,0.696341,2
86,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,,"('rtable_category',)",['projection screens'],[nan],0.1492156,0.85078436,2
80,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_modelno', 'rtable_price')","[nan, nan]","[nan, nan]",0.34368432,0.6563157,2
79,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,soundstorm,,,"('rtable_brand', 'rtable_price')","['da-lite', nan]","['soundstorm', nan]",0.34368432,0.6563157,2
78,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,soundstorm,,,"('rtable_brand', 'rtable_modelno')","['da-lite', nan]","['soundstorm', nan]",0.34368432,0.6563157,2
77,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,coaxial speakers,da-lite,,,"('rtable_category', 'rtable_price')","['projection screens', nan]","['coaxial speakers', nan]",0.14102599,0.85897404,2
76,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,coaxial speakers,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['coaxial speakers', nan]",0.14102599,0.85897404,2
75,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,coaxial speakers,soundstorm,,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['coaxial speakers', 'soundstorm']",0.14102599,0.85897404,2
74,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_price',)",[nan],[nan],0.3436842,0.6563158,2
73,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_modelno',)",[nan],[nan],0.3436842,0.6563158,2
72,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,soundstorm,,,"('rtable_brand',)",['da-lite'],['soundstorm'],0.34368432,0.6563157,2
71,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,coaxial speakers,da-lite,,,"('rtable_category',)",['projection screens'],['coaxial speakers'],0.14102599,0.85897404,2
61,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,cross,,,"('rtable_brand', 'rtable_modelno')","['da-lite', nan]","['cross', nan]",0.44174576,0.5582542,2
60,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,38.97,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, 38.97]",0.31186783,0.68813217,2
105,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,magnavox dv220mw9 dvd player vcr combo dvd-vcr combos dv220mw9,projection screens,da-lite,,78.95,"('rtable_title', 'rtable_price')","['da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format', nan]","['magnavox dv220mw9 dvd player vcr combo dvd-vcr combos dv220mw9', 78.95]",0.2572461,0.74275386,2
106,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,magnavox,,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, 'magnavox']",0.14528354,0.8547165,2
107,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","[nan, nan]",0.1492156,0.85078436,2
108,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,,da-lite,,78.95,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, 78.95]",0.23740742,0.76259255,2
161,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,6.99,"('rtable_modelno', 'rtable_price')","[nan, nan]","[nan, 6.99]",0.27585608,0.7241439,2
160,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,vivitar,,6.99,"('rtable_brand', 'rtable_price')","['da-lite', nan]","['vivitar', 6.99]",0.21507432,0.7849257,2
