,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['tcx905 cordless handset tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']",0.12628335,0.87371665,2
16,uniden dect 6.0 digital accessory handset dcx300,uniden dect 6.0 digital accessory handset dcx300 dect 6.0 interference free cordless frequency large color display blue backlit keypad handset speakerphone intercom or call transfer between handsets polyphonic ring tones advanced phonebook features last 5 number redial piano black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden dect 6.0 digital accessory handset dcx300', 'uniden dect 6.0 digital accessory handset dcx300 dect 6.0 interference free cordless frequency large color display blue backlit keypad handset speakerphone intercom or call transfer between handsets polyphonic ring tones advanced phonebook features last 5 number redial piano black finish']",0.3103771,0.6896229,2
14,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,"('rtable_name', 'rtable_description')","['uniden tcx905 cordless handset tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']",0.46175817,0.5382418,2
12,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect,,"('rtable_description', 'rtable_price')","['uniden tcx-905 tru-digital expansion handset with caller id', nan]","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect', nan]",0.46253914,0.53746086,2
11,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect,,"('rtable_name', 'rtable_description')","['uniden tcx905 cordless handset tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect']",0.11430774,0.8856923,2
10,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect,,"('rtable_description',)",['uniden tcx-905 tru-digital expansion handset with caller id'],['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect'],0.46253914,0.53746086,2
18,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,"('rtable_description',)",['uniden tcx-905 tru-digital expansion handset with caller id'],['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish'],0.34374353,0.65625644,2
8,uniden,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['uniden', nan]",0.35770288,0.6422971,2
19,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,"('rtable_description', 'rtable_price')","['uniden tcx-905 tru-digital expansion handset with caller id', nan]","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish', nan]",0.34374353,0.65625644,2
6,uniden,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden'],0.35770288,0.6422971,2
