,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,coherent arbitrariness : duration-sensitive pricing of hedonic stimuli around an arbitrary anchor,se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,"('rtable_title',)","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation']",['coherent arbitrariness : duration-sensitive pricing of hedonic stimuli around an arbitrary anchor'],0.12848116,0.87151885,2
24,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation","r kumar , v tsiatsis , mb srivastava","ieee transactions on knowledge and data engineering ,",2004.0,"('rtable_authors',)",['se reduction'],"['r kumar , v tsiatsis , mb srivastava']",0.4424225,0.55757755,2
32,efficient snapshot differential algorithms for data warehousing,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation",se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],['efficient snapshot differential algorithms for data warehousing'],0.010674998,0.989325,2
33,multi-dimensional substring selectivity estimation,"w labio , h garcia-molina",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation",se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,"('ltable_authors',)","['h jagadish , o kapitskaia , r ng , d srivastava']","['w labio , h garcia-molina']",0.042376768,0.95762324,2
34,efficient snapshot differential algorithms for data warehousing,"w labio , h garcia-molina",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation",se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['efficient snapshot differential algorithms for data warehousing', 'w labio , h garcia-molina']",0.00035960478,0.99964035,2
18,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation","hv jagadish , o kapitskaia , rt ng , d srivastava","ieee transactions on knowledge and data engineering ,",2000.0,"('rtable_authors', 'rtable_year')","['se reduction', 2004.0]","['hv jagadish , o kapitskaia , rt ng , d srivastava', 2000.0]",0.1607005,0.8392995,2
17,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation","hv jagadish , o kapitskaia , rt ng , d srivastava","the vldb journal the international journal on very large & hellip ; ,",2004.0,"('rtable_authors', 'rtable_venue')","['se reduction', 'ieee transactions on knowledge and data engineering ,']","['hv jagadish , o kapitskaia , rt ng , d srivastava', 'the vldb journal the international journal on very large & hellip ; ,']",0.36474922,0.6352508,2
16,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,one-dimensional and multi-dimensional substring selectivity estimation,se reduction,"ieee transactions on knowledge and data engineering ,",2000.0,"('rtable_title', 'rtable_year')","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation', 2004.0]","['one-dimensional and multi-dimensional substring selectivity estimation', 2000.0]",0.008954223,0.9910458,2
15,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,one-dimensional and multi-dimensional substring selectivity estimation,se reduction,"the vldb journal the international journal on very large & hellip ; ,",2004.0,"('rtable_title', 'rtable_venue')","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation', 'ieee transactions on knowledge and data engineering ,']","['one-dimensional and multi-dimensional substring selectivity estimation', 'the vldb journal the international journal on very large & hellip ; ,']",0.001730475,0.99826956,2
14,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,one-dimensional and multi-dimensional substring selectivity estimation,"hv jagadish , o kapitskaia , rt ng , d srivastava","ieee transactions on knowledge and data engineering ,",2004.0,"('rtable_title', 'rtable_authors')","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation', 'se reduction']","['one-dimensional and multi-dimensional substring selectivity estimation', 'hv jagadish , o kapitskaia , rt ng , d srivastava']",0.0015526578,0.99844736,2
25,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation","r kumar , v tsiatsis , mb srivastava",,2004.0,"('rtable_authors', 'rtable_venue')","['se reduction', 'ieee transactions on knowledge and data engineering ,']","['r kumar , v tsiatsis , mb srivastava', nan]",0.17023908,0.8297609,2
12,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,one-dimensional and multi-dimensional substring selectivity estimation,se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,"('rtable_title',)","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation']",['one-dimensional and multi-dimensional substring selectivity estimation'],0.008954223,0.9910458,2
13,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation","hv jagadish , o kapitskaia , rt ng , d srivastava","ieee transactions on knowledge and data engineering ,",2004.0,"('rtable_authors',)",['se reduction'],"['hv jagadish , o kapitskaia , rt ng , d srivastava']",0.1607005,0.8392995,2
