,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,,178.99,"('rtable_title',)",['quickbooks ( r )'],['learning quickbooks 2007'],1,0,0.28258133,0.7174187,2
22,,quickbooks ( r,,39.95,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer')","['learning quickbooks 2007', 'intuit']","['quickbooks ( r', nan]",1,0,0.043288726,0.9567113,2
21,,quickbooks ( r,intuit,39.95,quickbooks ( r ),,178.99,"('ltable_title',)",['learning quickbooks 2007'],['quickbooks ( r'],1,0,0.1495567,0.8504433,2
19,,quickbooks (,intuit,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_price')","['learning quickbooks 2007', 39.95]","['quickbooks (', 178.99]",1,0,0.020196313,0.9798037,2
18,,quickbooks (,,39.95,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer')","['learning quickbooks 2007', 'intuit']","['quickbooks (', nan]",1,0,0.066921614,0.9330784,2
16,,quickbooks,intuit,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_price')","['learning quickbooks 2007', 39.95]","['quickbooks', 178.99]",1,0,0.041306507,0.95869344,2
15,,quickbooks,,39.95,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer')","['learning quickbooks 2007', 'intuit']","['quickbooks', nan]",1,0,0.13520007,0.8648,2
13,,zonealarm pro firewall,intuit,39.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_price')","['learning quickbooks 2007', 39.95]","['zonealarm pro firewall', 39.99]",1,0,0.02827083,0.9717292,2
23,,quickbooks ( r,intuit,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_price')","['learning quickbooks 2007', 39.95]","['quickbooks ( r', 178.99]",1,0,0.017302867,0.98269707,2
10,,learning quickbooks 2007,intuit,39.95,blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft,,14.86,"('rtable_title', 'rtable_price')","['quickbooks ( r )', 178.99]","['blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft', 14.86]",1,0,0.056557342,0.94344264,2
12,,zonealarm pro firewall,zone labs,39.95,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer')","['learning quickbooks 2007', 'intuit']","['zonealarm pro firewall', 'zone labs']",1,0,0.054664403,0.94533557,2
8,,learning quickbooks 2007,intuit,39.95,blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft,,178.99,"('rtable_title',)",['quickbooks ( r )'],['blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft'],1,0,0.06469477,0.9353053,2
6,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,,38.99,"('rtable_title', 'rtable_price')","['quickbooks ( r )', 178.99]","['learning quickbooks 2007', 38.99]",1,0,0.020467663,0.9795323,2
5,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,intuit,178.99,"('rtable_title', 'rtable_manufacturer')","['quickbooks ( r )', nan]","['learning quickbooks 2007', 'intuit']",1,0,0.01704554,0.98295444,2
4,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,,178.99,"('rtable_title',)",['quickbooks ( r )'],['learning quickbooks 2007'],1,0,0.28258133,0.7174186,2
2,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,,38.99,"('rtable_title', 'rtable_price')","['quickbooks ( r )', 178.99]","['learning quickbooks 2007', 38.99]",1,0,0.020467663,0.9795323,2
1,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,intuit,178.99,"('rtable_title', 'rtable_manufacturer')","['quickbooks ( r )', nan]","['learning quickbooks 2007', 'intuit']",1,0,0.01704554,0.98295444,2
9,,learning quickbooks 2007,intuit,39.95,blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft,,178.99,"('rtable_title', 'rtable_manufacturer')","['quickbooks ( r )', nan]","['blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft', nan]",1,0,0.09265753,0.9073425,2
11,,learning quickbooks 2007,intuit,39.95,blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft,,14.86,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['quickbooks ( r )', nan, 178.99]","['blair aaronson donny osmond yamaha donny osmond this is the moment smart pianosoft', nan, 14.86]",1,0,0.051203158,0.94879687,3
7,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,intuit,38.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['quickbooks ( r )', nan, 178.99]","['learning quickbooks 2007', 'intuit', 38.99]",1,0,0.013697424,0.98630255,3
14,,zonealarm pro firewall,zone labs,39.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['learning quickbooks 2007', 'intuit', 39.95]","['zonealarm pro firewall', 'zone labs', 39.99]",1,0,0.015895998,0.98410404,3
17,,quickbooks,,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['learning quickbooks 2007', 'intuit', 39.95]","['quickbooks', nan, 178.99]",1,0,0.023560101,0.9764399,3
3,,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,intuit,38.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['quickbooks ( r )', nan, 178.99]","['learning quickbooks 2007', 'intuit', 38.99]",1,0,0.013697424,0.98630255,3
20,,quickbooks (,,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['learning quickbooks 2007', 'intuit', 39.95]","['quickbooks (', nan, 178.99]",1,0,0.019695926,0.98030406,3
24,,quickbooks ( r,,178.99,quickbooks ( r ),,178.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['learning quickbooks 2007', 'intuit', 39.95]","['quickbooks ( r', nan, 178.99]",1,0,0.017785778,0.98221415,3
