,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
88,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,transcend 320gb storejet 25 classic portable hard drive ts320gsj25c computers accessories transcend ts320gsj25c,,da-lite,23056,,"('rtable_title', 'rtable_category')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens']","['transcend 320gb storejet 25 classic portable hard drive ts320gsj25c computers accessories transcend ts320gsj25c', nan]",0.28634214,0.7136578,2
32,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
33,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,pc treasures clickit classic mouse - titanium 07672 mice pc treasures 16.95,,da-lite,23056,,"('rtable_title', 'rtable_category')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens']","['pc treasures clickit classic mouse - titanium 07672 mice pc treasures 16.95', nan]",0.21095233,0.78904766,2
34,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
35,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,07672,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, '07672']",0.44363394,0.556366,2
36,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, nan]",0.44363394,0.556366,2
74,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
73,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp,projection screens,da-lite,epsdhc/16gb -6,,"('rtable_title', 'rtable_modelno')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', '23056']","['ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp', 'epsdhc/16gb -6']",0.37079975,0.6292003,2
89,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
72,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp,,da-lite,23056,,"('rtable_title', 'rtable_category')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens']","['ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp', nan]",0.23049839,0.7695016,2
66,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, nan]",0.23234144,0.76765853,2
65,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
48,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
49,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,disney princess - cinderellas castle disney,,da-lite,23056,,"('rtable_title', 'rtable_category')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens']","['disney princess - cinderellas castle disney', nan]",0.17120486,0.8287952,2
50,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
51,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, nan]",0.23234144,0.76765853,2
52,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category', 'rtable_price')","['projection screens', nan]","[nan, nan]",0.44363394,0.556366,2
64,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
71,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
90,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, nan]",0.23234144,0.76765853,2
87,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.44363394,0.556366,2
17,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally,projection screens,da-lite,antifint4,,"('rtable_title', 'rtable_modelno')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', '23056']","['macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally', 'antifint4']",0.3703401,0.62965995,2
103,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","['computer accessories', nan]",0.15034914,0.84965086,2
104,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,da-lite,23056,,"('rtable_category', 'rtable_price')","['projection screens', nan]","['computer accessories', nan]",0.27076754,0.7292325,2
14,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally,projection screens,da-lite,23056,,"('rtable_title',)",['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48'],['macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally'],0.3703401,0.62965995,2
15,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,23056,,"('rtable_category',)",['projection screens'],[nan],0.4436339,0.5563661,2
16,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally,,da-lite,23056,,"('rtable_title', 'rtable_category')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens']","['macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally', nan]",0.19308905,0.80691093,2
101,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,da-lite,23056,,"('rtable_category',)",['projection screens'],['computer accessories'],0.27076754,0.7292325,2
6,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,webcams,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['webcams', nan]",0.24819398,0.751806,2
102,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['computer accessories', nan]",0.15034914,0.84965086,2
3,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,audio video accessories,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","['audio video accessories', nan]",0.4135728,0.58642715,2
2,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,audio video accessories,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['audio video accessories', nan]",0.4135728,0.58642715,2
18,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally,projection screens,da-lite,23056,9.49,"('rtable_title', 'rtable_price')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', nan]","['macally anti-fingerprint screen protective overlay for ipod touch 4g clear mp3 player accessories macally', 9.49]",0.1694636,0.8305363,2
19,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","[nan, nan]",0.23234144,0.76765853,2
20,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,antifint4,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, 'antifint4']",0.44363394,0.556366,2
1,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,kit1337,,"('rtable_category', 'rtable_modelno')","['projection screens', '23056']","[nan, 'kit1337']",0.44363394,0.556366,2
106,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,,23056,,"('rtable_category', 'rtable_brand', 'rtable_price')","['projection screens', 'da-lite', nan]","['computer accessories', nan, nan]",0.15034914,0.84965086,3
67,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,,,"('rtable_category', 'rtable_brand', 'rtable_modelno')","['projection screens', 'da-lite', '23056']","[nan, nan, nan]",0.24434206,0.75565785,3
68,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,,23056,31.48,"('rtable_category', 'rtable_brand', 'rtable_price')","['projection screens', 'da-lite', nan]","[nan, nan, 31.48]",0.37862664,0.6213734,3
69,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,,da-lite,,31.48,"('rtable_category', 'rtable_modelno', 'rtable_price')","['projection screens', '23056', nan]","[nan, nan, 31.48]",0.37862664,0.6213734,3
105,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,computer accessories,,,,"('rtable_category', 'rtable_brand', 'rtable_modelno')","['projection screens', 'da-lite', '23056']","['computer accessories', nan, nan]",0.18279473,0.81720525,3
92,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,transcend 320gb storejet 25 classic portable hard drive ts320gsj25c computers accessories transcend ts320gsj25c,,da-lite,,,"('rtable_title', 'rtable_category', 'rtable_modelno')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens', '23056']","['transcend 320gb storejet 25 classic portable hard drive ts320gsj25c computers accessories transcend ts320gsj25c', nan, nan]",0.35050246,0.6494975,3
75,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp,,,23056,,"('rtable_title', 'rtable_category', 'rtable_brand')","['da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48', 'projection screens', 'da-lite']","['ep memory 16 gb flash memory card epsdhc 16gb-6 blank media acp', nan, nan]",0.48945636,0.51054364,3
